TradingPeriod,IsProxyPriceFlag,Year,Month,Day,PrevAvg$PerMWHr,PrevMed$PerMWHr,SinPeriod,CosPeriod,SinDate,CosDate,Anomaly
45,0.0,2022.0,11.0,1.0,8.36,9.37,-0.38268343,0.92387953,-0.85057232,0.52585809,0
46,0.0,2022.0,11.0,1.0,1.69571429,0.45,-0.25881905,0.96592583,-0.85038368,0.5261631,0
47,0.0,2022.0,11.0,1.0,0.02,0.02,-0.13052619,0.99144486,-0.85019492,0.52646803,0
48,0.0,2022.0,11.0,1.0,0.02,0.02,-0.0,1.0,-0.85000606,0.52677291,0
1,0.0,2022.0,11.0,2.0,0.02142857,0.02,0.13052619,0.99144486,-0.84981709,0.52707771,0
2,0.0,2022.0,11.0,2.0,1.04142857,0.44,0.25881905,0.96592583,-0.84962801,0.52738244,0
3,0.0,2022.0,11.0,2.0,2.22857143,0.44,0.38268343,0.92387953,-0.84943882,0.52768711,0
4,0.0,2022.0,11.0,2.0,0.44166667,0.44,0.5,0.8660254,-0.84924952,0.52799171,0
5,0.0,2022.0,11.0,2.0,0.99,0.24,0.60876143,0.79335334,-0.84906012,0.52829624,0
6,0.0,2022.0,11.0,2.0,0.98166667,0.245,0.70710678,0.70710678,-0.8488706,0.52860071,0
7,0.0,2022.0,11.0,2.0,3.48166667,2.71,0.79335334,0.60876143,-0.84868097,0.5289051,0
8,0.0,2022.0,11.0,2.0,6.62333333,9.245,0.8660254,0.5,-0.84849124,0.52920943,0
9,0.0,2022.0,11.0,2.0,0.03,0.03,0.92387953,0.38268343,-0.84830139,0.52951369,0
10,0.0,2022.0,11.0,2.0,0.01571429,0.01,0.96592583,0.25881905,-0.84811144,0.52981788,0
11,0.0,2022.0,11.0,2.0,0.01,0.01,0.99144486,0.13052619,-0.84792138,0.53012201,0
12,0.0,2022.0,11.0,2.0,0.01,0.01,1.0,0.0,-0.8477312,0.53042606,0
13,0.0,2022.0,11.0,2.0,0.01,0.01,0.99144486,-0.13052619,-0.84754092,0.53073005,0
14,0.0,2022.0,11.0,2.0,0.01285714,0.01,0.96592583,-0.25881905,-0.84735053,0.53103397,0
15,0.0,2022.0,11.0,2.0,0.01,0.01,0.92387953,-0.38268343,-0.84716003,0.53133782,0
16,0.0,2022.0,11.0,2.0,0.01,0.01,0.8660254,-0.5,-0.84696943,0.5316416,0
17,0.0,2022.0,11.0,2.0,0.01,0.01,0.79335334,-0.60876143,-0.84677871,0.53194531,0
18,0.0,2022.0,11.0,2.0,0.01,0.01,0.70710678,-0.70710678,-0.84658788,0.53224896,0
19,0.0,2022.0,11.0,2.0,0.01,0.01,0.60876143,-0.79335334,-0.84639695,0.53255254,0
20,0.0,2022.0,11.0,2.0,0.01,0.01,0.5,-0.8660254,-0.84620591,0.53285604,0
21,0.0,2022.0,11.0,2.0,0.01857143,0.02,0.38268343,-0.92387953,-0.84601475,0.53315948,0
22,0.0,2022.0,11.0,2.0,0.02714286,0.03,0.25881905,-0.96592583,-0.84582349,0.53346286,0
23,0.0,2022.0,11.0,2.0,0.03571429,0.03,0.13052619,-0.99144486,-0.84563212,0.53376616,0
24,0.0,2022.0,11.0,2.0,0.03333333,0.03,0.0,-1.0,-0.84544064,0.53406939,0
25,0.0,2022.0,11.0,2.0,0.18,0.11,-0.13052619,-0.99144486,-0.84524906,0.53437256,0
26,0.0,2022.0,11.0,2.0,0.21,0.11,-0.25881905,-0.96592583,-0.84505736,0.53467565,0
27,0.0,2022.0,11.0,2.0,0.14333333,0.11,-0.38268343,-0.92387953,-0.84486556,0.53497868,0
28,0.0,2022.0,11.0,2.0,0.13857143,0.11,-0.5,-0.8660254,-0.84467364,0.53528164,0
29,0.0,2022.0,11.0,2.0,0.10142857,0.11,-0.60876143,-0.79335334,-0.84448162,0.53558453,0
30,0.0,2022.0,11.0,2.0,0.08714286,0.1,-0.70710678,-0.70710678,-0.84428949,0.53588735,0
31,0.0,2022.0,11.0,2.0,6.32166667,8.935,-0.79335334,-0.60876143,-0.84409725,0.53619011,0
32,0.0,2022.0,11.0,2.0,9.09142857,9.09,-0.8660254,-0.5,-0.8439049,0.53649279,0
33,0.0,2022.0,11.0,2.0,8.04571429,9.08,-0.92387953,-0.38268343,-0.84371245,0.5367954,0
34,0.0,2022.0,11.0,2.0,8.38285714,9.14,-0.96592583,-0.25881905,-0.84351988,0.53709795,0
35,0.0,2022.0,11.0,2.0,8.18,9.24,-0.99144486,-0.13052619,-0.84332721,0.53740043,0
36,0.0,2022.0,11.0,2.0,9.224,9.2,-1.0,-0.0,-0.84313443,0.53770283,0
37,0.0,2022.0,11.0,2.0,8.83857143,9.5,-0.99144486,0.13052619,-0.84294154,0.53800517,0
38,0.0,2022.0,11.0,2.0,9.926,9.52,-0.96592583,0.25881905,-0.84274854,0.53830744,0
39,0.0,2022.0,11.0,2.0,29.16714286,38.59,-0.92387953,0.38268343,-0.84255543,0.53860964,0
40,0.0,2022.0,11.0,2.0,64.92166667,71.08,-0.8660254,0.5,-0.84236222,0.53891177,0
41,0.0,2022.0,11.0,2.0,39.52,40.57,-0.79335334,0.60876143,-0.84216889,0.53921383,0
42,0.0,2022.0,11.0,2.0,35.56714286,39.22,-0.70710678,0.70710678,-0.84197546,0.53951582,0
43,0.0,2022.0,11.0,2.0,10.155,9.92,-0.60876143,0.79335334,-0.84178192,0.53981775,0
44,0.0,2022.0,11.0,2.0,14.92166667,9.83,-0.5,0.8660254,-0.84158827,0.5401196,0
45,0.0,2022.0,11.0,2.0,9.71428571,9.8,-0.38268343,0.92387953,-0.84139451,0.54042138,0
46,0.0,2022.0,11.0,2.0,9.55857143,9.49,-0.25881905,0.96592583,-0.84120065,0.5407231,0
47,0.0,2022.0,11.0,2.0,7.99666667,9.445,-0.13052619,0.99144486,-0.84100668,0.54102474,0
48,0.0,2022.0,11.0,2.0,7.88428571,9.09,-0.0,1.0,-0.8408126,0.54132632,0
1,0.0,2022.0,11.0,3.0,9.08285714,9.06,0.13052619,0.99144486,-0.84061841,0.54162782,0
2,0.0,2022.0,11.0,3.0,16.99,9.37,0.25881905,0.96592583,-0.84042411,0.54192926,0
3,0.0,2022.0,11.0,3.0,9.26571429,9.33,0.38268343,0.92387953,-0.8402297,0.54223062,0
4,0.0,2022.0,11.0,3.0,4.74666667,4.625,0.5,0.8660254,-0.84003519,0.54253192,0
5,0.0,2022.0,11.0,3.0,7.90666667,9.41,0.60876143,0.79335334,-0.83984057,0.54283314,0
6,0.0,2022.0,11.0,3.0,9.38166667,9.37,0.70710678,0.70710678,-0.83964584,0.5431343,0
7,0.0,2022.0,11.0,3.0,9.34166667,9.52,0.79335334,0.60876143,-0.839451,0.54343539,0
8,0.0,2022.0,11.0,3.0,0.235,0.235,0.8660254,0.5,-0.83925605,0.5437364,0
9,0.0,2022.0,11.0,3.0,5.06666667,5.185,0.92387953,0.38268343,-0.839061,0.54403735,0
10,0.0,2022.0,11.0,3.0,0.02,0.02,0.96592583,0.25881905,-0.83886584,0.54433823,0
11,0.0,2022.0,11.0,3.0,0.02,0.02,0.99144486,0.13052619,-0.83867057,0.54463904,0
12,0.0,2022.0,11.0,3.0,0.01857143,0.02,1.0,0.0,-0.83847519,0.54493977,0
13,0.0,2022.0,11.0,3.0,0.01666667,0.02,0.99144486,-0.13052619,-0.83827971,0.54524044,0
14,0.0,2022.0,11.0,3.0,0.01142857,0.01,0.96592583,-0.25881905,-0.83808411,0.54554104,0
15,0.0,2022.0,11.0,3.0,0.01,0.01,0.92387953,-0.38268343,-0.83788841,0.54584156,0
16,0.0,2022.0,11.0,3.0,0.01,0.01,0.8660254,-0.5,-0.8376926,0.54614202,0
17,0.0,2022.0,11.0,3.0,0.01,0.01,0.79335334,-0.60876143,-0.83749669,0.5464424,0
18,0.0,2022.0,11.0,3.0,0.01,0.01,0.70710678,-0.70710678,-0.83730066,0.54674272,0
19,0.0,2022.0,11.0,3.0,0.01166667,0.01,0.60876143,-0.79335334,-0.83710453,0.54704296,0
20,0.0,2022.0,11.0,3.0,0.01666667,0.02,0.5,-0.8660254,-0.83690829,0.54734314,0
21,0.0,2022.0,11.0,3.0,1.66166667,0.22,0.38268343,-0.92387953,-0.83671194,0.54764324,0
22,0.0,2022.0,11.0,3.0,4.47,4.325,0.25881905,-0.96592583,-0.83651549,0.54794328,0
23,0.0,2022.0,11.0,3.0,8.19142857,9.25,0.13052619,-0.99144486,-0.83631893,0.54824324,0
24,0.0,2022.0,11.0,3.0,14.01142857,9.34,0.0,-1.0,-0.83612226,0.54854314,0
25,0.0,2022.0,11.0,3.0,66.06428571,77.53,-0.13052619,-0.99144486,-0.83592548,0.54884296,0
26,0.0,2022.0,11.0,3.0,32.00166667,9.375,-0.25881905,-0.96592583,-0.83572859,0.54914271,0
27,0.0,2022.0,11.0,3.0,36.3,11.29,-0.38268343,-0.92387953,-0.8355316,0.54944239,0
28,0.0,2022.0,11.0,3.0,8.955,8.955,-0.5,-0.8660254,-0.8353345,0.549742,0
29,0.0,2022.0,11.0,3.0,8.98166667,8.995,-0.60876143,-0.79335334,-0.83513729,0.55004154,0
30,0.0,2022.0,11.0,3.0,9.28833333,9.065,-0.70710678,-0.70710678,-0.83493998,0.55034101,0
31,0.0,2022.0,11.0,3.0,22.67833333,22.19,-0.79335334,-0.60876143,-0.83474256,0.55064041,0
32,0.0,2022.0,11.0,3.0,34.805,34.805,-0.8660254,-0.5,-0.83454503,0.55093974,0
33,0.0,2022.0,11.0,3.0,12.63,8.22,-0.92387953,-0.38268343,-0.83434739,0.551239,0
34,0.0,2022.0,11.0,3.0,25.73333333,34.13,-0.96592583,-0.25881905,-0.83414965,0.55153818,0
35,0.0,2022.0,11.0,3.0,8.71,8.73,-0.99144486,-0.13052619,-0.8339518,0.5518373,0
36,0.0,2022.0,11.0,3.0,8.72666667,8.67,-1.0,-0.0,-0.83375384,0.55213634,0
37,0.0,2022.0,11.0,3.0,8.68166667,8.685,-0.99144486,0.13052619,-0.83355577,0.55243531,0
38,0.0,2022.0,11.0,3.0,8.575,8.605,-0.96592583,0.25881905,-0.8333576,0.55273422,0
39,0.0,2022.0,11.0,3.0,8.61666667,8.625,-0.92387953,0.38268343,-0.83315932,0.55303305,0
40,0.0,2022.0,11.0,3.0,8.71333333,8.69,-0.8660254,0.5,-0.83296093,0.55333181,0
41,0.0,2022.0,11.0,3.0,8.74,8.74,-0.79335334,0.60876143,-0.83276244,0.55363049,0
42,0.0,2022.0,11.0,3.0,22.25666667,21.89,-0.70710678,0.70710678,-0.83256383,0.55392911,0
43,0.0,2022.0,11.0,3.0,8.95,8.95,-0.60876143,0.79335334,-0.83236513,0.55422766,0
44,0.0,2022.0,11.0,3.0,8.9625,8.925,-0.5,0.8660254,-0.83216631,0.55452613,0
45,0.0,2022.0,11.0,3.0,8.84,8.92,-0.38268343,0.92387953,-0.83196739,0.55482454,0
46,0.0,2022.0,11.0,3.0,7.49428571,8.81,-0.25881905,0.96592583,-0.83176836,0.55512287,0
47,0.0,2022.0,11.0,3.0,4.11285714,4.76,-0.13052619,0.99144486,-0.83156922,0.55542113,0
48,0.0,2022.0,11.0,3.0,2.54125,0.42,-0.0,1.0,-0.83136998,0.55571932,0
1,0.0,2022.0,11.0,4.0,5.94857143,5.33,0.13052619,0.99144486,-0.83117063,0.55601744,0
2,0.0,2022.0,11.0,4.0,8.61142857,9.08,0.25881905,0.96592583,-0.83097117,0.55631548,0
3,0.0,2022.0,11.0,4.0,8.35428571,8.9,0.38268343,0.92387953,-0.8307716,0.55661346,0
4,0.0,2022.0,11.0,4.0,8.04142857,9.12,0.5,0.8660254,-0.83057193,0.55691136,0
5,0.0,2022.0,11.0,4.0,2.75428571,0.44,0.60876143,0.79335334,-0.83037215,0.55720919,0
6,0.0,2022.0,11.0,4.0,2.90857143,0.46,0.70710678,0.70710678,-0.83017227,0.55750695,0
7,0.0,2022.0,11.0,4.0,10.14142857,9.2,0.79335334,0.60876143,-0.82997228,0.55780464,0
8,0.0,2022.0,11.0,4.0,2.50666667,0.45,0.8660254,0.5,-0.82977218,0.55810226,0
9,0.0,2022.0,11.0,4.0,0.75285714,0.02,0.92387953,0.38268343,-0.82957197,0.5583998,0
10,0.0,2022.0,11.0,4.0,0.01833333,0.02,0.96592583,0.25881905,-0.82937166,0.55869728,0
11,0.0,2022.0,11.0,4.0,0.01,0.01,0.99144486,0.13052619,-0.82917124,0.55899468,0
12,0.0,2022.0,11.0,4.0,0.01,0.01,1.0,0.0,-0.82897072,0.55929201,0
13,0.0,2022.0,11.0,4.0,0.01,0.01,0.99144486,-0.13052619,-0.82877009,0.55958926,0
14,0.0,2022.0,11.0,4.0,0.01,0.01,0.96592583,-0.25881905,-0.82856935,0.55988645,0
15,0.0,2022.0,11.0,4.0,0.01,0.01,0.92387953,-0.38268343,-0.8283685,0.56018356,0
16,0.0,2022.0,11.0,4.0,0.01,0.01,0.8660254,-0.5,-0.82816755,0.5604806,0
17,0.0,2022.0,11.0,4.0,0.01,0.01,0.79335334,-0.60876143,-0.82796649,0.56077757,0
18,0.0,2022.0,11.0,4.0,0.01,0.01,0.70710678,-0.70710678,-0.82776533,0.56107447,0
19,0.0,2022.0,11.0,4.0,0.01,0.01,0.60876143,-0.79335334,-0.82756406,0.56137129,0
20,0.0,2022.0,11.0,4.0,0.09,0.02,0.5,-0.8660254,-0.82736268,0.56166805,0
21,0.0,2022.0,11.0,4.0,5.47,9.13,0.38268343,-0.92387953,-0.8271612,0.56196473,0
22,0.0,2022.0,11.0,4.0,5.44571429,4.77,0.25881905,-0.96592583,-0.82695961,0.56226133,0
23,0.0,2022.0,11.0,4.0,12.19666667,9.28,0.13052619,-0.99144486,-0.82675791,0.56255787,0
24,0.0,2022.0,11.0,4.0,9.28,9.16,0.0,-1.0,-0.82655611,0.56285433,0
25,0.0,2022.0,11.0,4.0,8.885,8.895,-0.13052619,-0.99144486,-0.8263542,0.56315072,0
26,0.0,2022.0,11.0,4.0,8.72,8.72,-0.25881905,-0.96592583,-0.82615218,0.56344704,0
27,0.0,2022.0,11.0,4.0,8.54666667,8.58,-0.38268343,-0.92387953,-0.82595006,0.56374329,0
28,0.0,2022.0,11.0,4.0,8.165,8.48,-0.5,-0.8660254,-0.82574783,0.56403946,0
29,0.0,2022.0,11.0,4.0,6.87714286,8.39,-0.60876143,-0.79335334,-0.8255455,0.56433556,0
30,0.0,2022.0,11.0,4.0,8.6,8.67,-0.70710678,-0.70710678,-0.82534306,0.56463159,0
31,0.0,2022.0,11.0,4.0,8.57333333,8.61,-0.79335334,-0.60876143,-0.82514051,0.56492755,0
32,0.0,2022.0,11.0,4.0,8.38666667,8.64,-0.8660254,-0.5,-0.82493786,0.56522343,0
33,0.0,2022.0,11.0,4.0,7.91142857,8.8,-0.92387953,-0.38268343,-0.8247351,0.56551924,0
34,0.0,2022.0,11.0,4.0,5.55666667,5.975,-0.96592583,-0.25881905,-0.82453224,0.56581498,0
35,0.0,2022.0,11.0,4.0,8.7075,8.725,-0.99144486,-0.13052619,-0.82432927,0.56611064,0
36,0.0,2022.0,11.0,4.0,7.945,7.945,-1.0,-0.0,-0.82412619,0.56640624,0
37,0.0,2022.0,11.0,4.0,15.71666667,16.77,-0.99144486,0.13052619,-0.82392301,0.56670176,0
38,0.0,2022.0,11.0,4.0,12.77,12.77,-0.96592583,0.25881905,-0.82371972,0.5669972,0
39,0.0,2022.0,11.0,4.0,8.58666667,8.58,-0.92387953,0.38268343,-0.82351632,0.56729258,0
40,0.0,2022.0,11.0,4.0,8.59,8.58,-0.8660254,0.5,-0.82331282,0.56758788,0
41,0.0,2022.0,11.0,4.0,13.72714286,12.93,-0.79335334,0.60876143,-0.82310921,0.5678831,0
42,0.0,2022.0,11.0,4.0,17.53833333,17.575,-0.70710678,0.70710678,-0.8229055,0.56817826,0
43,0.0,2022.0,11.0,4.0,17.7625,17.645,-0.60876143,0.79335334,-0.82270168,0.56847334,0
44,0.0,2022.0,11.0,4.0,8.69714286,9.03,-0.5,0.8660254,-0.82249776,0.56876835,0
45,0.0,2022.0,11.0,4.0,2.19,3.04,-0.38268343,0.92387953,-0.82229373,0.56906328,0
46,0.0,2022.0,11.0,4.0,0.095,0.095,-0.25881905,0.96592583,-0.82208959,0.56935815,0
47,0.0,2022.0,11.0,4.0,2.20571429,3.69,-0.13052619,0.99144486,-0.82188535,0.56965293,0
48,0.0,2022.0,11.0,4.0,1.12857143,0.11,-0.0,1.0,-0.82168101,0.56994765,0
1,0.0,2022.0,11.0,5.0,1.62285714,0.08,0.13052619,0.99144486,-0.82147655,0.57024229,0
2,0.0,2022.0,11.0,5.0,8.18,8.91,0.25881905,0.96592583,-0.82127199,0.57053686,0
3,0.0,2022.0,11.0,5.0,6.51714286,7.33,0.38268343,0.92387953,-0.82106733,0.57083136,0
4,0.0,2022.0,11.0,5.0,4.30714286,3.79,0.5,0.8660254,-0.82086256,0.57112578,0
5,0.0,2022.0,11.0,5.0,5.065,4.34,0.60876143,0.79335334,-0.82065769,0.57142013,0
6,0.0,2022.0,11.0,5.0,5.23285714,4.13,0.70710678,0.70710678,-0.82045271,0.5717144,0
7,0.0,2022.0,11.0,5.0,5.11833333,4.125,0.79335334,0.60876143,-0.82024762,0.5720086,0
8,0.0,2022.0,11.0,5.0,1.16571429,0.02,0.8660254,0.5,-0.82004243,0.57230273,0
9,0.0,2022.0,11.0,5.0,2.10666667,2.105,0.92387953,0.38268343,-0.81983713,0.57259679,0
10,0.0,2022.0,11.0,5.0,0.01,0.01,0.96592583,0.25881905,-0.81963173,0.57289077,0
11,0.0,2022.0,11.0,5.0,0.01,0.01,0.99144486,0.13052619,-0.81942622,0.57318467,0
12,0.0,2022.0,11.0,5.0,0.01,0.01,1.0,0.0,-0.81922061,0.57347851,0
13,0.0,2022.0,11.0,5.0,0.01,0.01,0.99144486,-0.13052619,-0.81901489,0.57377227,0
14,0.0,2022.0,11.0,5.0,0.01,0.01,0.96592583,-0.25881905,-0.81880906,0.57406595,0
15,0.0,2022.0,11.0,5.0,0.01,0.01,0.92387953,-0.38268343,-0.81860313,0.57435957,0
16,0.0,2022.0,11.0,5.0,0.01,0.01,0.8660254,-0.5,-0.8183971,0.5746531,0
17,0.0,2022.0,11.0,5.0,0.01,0.01,0.79335334,-0.60876143,-0.81819096,0.57494657,0
18,0.0,2022.0,11.0,5.0,0.01,0.01,0.70710678,-0.70710678,-0.81798471,0.57523996,0
19,0.0,2022.0,11.0,5.0,0.01,0.01,0.60876143,-0.79335334,-0.81777836,0.57553327,0
20,0.0,2022.0,11.0,5.0,0.015,0.015,0.5,-0.8660254,-0.81757191,0.57582652,0
21,0.0,2022.0,11.0,5.0,0.018,0.02,0.38268343,-0.92387953,-0.81736535,0.57611969,0
22,0.0,2022.0,11.0,5.0,0.01666667,0.015,0.25881905,-0.96592583,-0.81715868,0.57641278,0
23,0.0,2022.0,11.0,5.0,0.025,0.025,0.13052619,-0.99144486,-0.81695191,0.5767058,0
24,0.0,2022.0,11.0,5.0,0.825,0.03,0.0,-1.0,-0.81674503,0.57699874,0
25,0.0,2022.0,11.0,5.0,4.715,4.85,-0.13052619,-0.99144486,-0.81653805,0.57729162,0
26,0.0,2022.0,11.0,5.0,1.54,0.03,-0.25881905,-0.96592583,-0.81633097,0.57758441,0
27,0.0,2022.0,11.0,5.0,1.635,0.03,-0.38268343,-0.92387953,-0.81612377,0.57787714,0
28,0.0,2022.0,11.0,5.0,0.04,0.03,-0.5,-0.8660254,-0.81591648,0.57816979,0
29,0.0,2022.0,11.0,5.0,3.73,4.87,-0.60876143,-0.79335334,-0.81570908,0.57846236,0
30,0.0,2022.0,11.0,5.0,0.85333333,0.03,-0.70710678,-0.70710678,-0.81550157,0.57875486,0
31,0.0,2022.0,11.0,5.0,9.56833333,9.575,-0.79335334,-0.60876143,-0.81529396,0.57904729,0
32,0.0,2022.0,11.0,5.0,9.60833333,9.615,-0.8660254,-0.5,-0.81508624,0.57933964,0
33,0.0,2022.0,11.0,5.0,8.47166667,9.525,-0.92387953,-0.38268343,-0.81487842,0.57963191,0
34,0.0,2022.0,11.0,5.0,3.028,4.93,-0.96592583,-0.25881905,-0.8146705,0.57992412,0
35,0.0,2022.0,11.0,5.0,2.12857143,0.06,-0.99144486,-0.13052619,-0.81446247,0.58021624,0
36,0.0,2022.0,11.0,5.0,0.04166667,0.03,-1.0,-0.0,-0.81425433,0.5805083,0
37,0.0,2022.0,11.0,5.0,4.88666667,4.89,-0.99144486,0.13052619,-0.81404609,0.58080027,0
38,0.0,2022.0,11.0,5.0,4.96666667,4.91,-0.96592583,0.25881905,-0.81383775,0.58109218,0
39,0.0,2022.0,11.0,5.0,8.52,9.115,-0.92387953,0.38268343,-0.8136293,0.58138401,0
40,0.0,2022.0,11.0,5.0,9.44833333,9.505,-0.8660254,0.5,-0.81342075,0.58167576,0
41,0.0,2022.0,11.0,5.0,12.11166667,10.595,-0.79335334,0.60876143,-0.81321209,0.58196744,0
42,0.0,2022.0,11.0,5.0,17.74333333,17.55,-0.70710678,0.70710678,-0.81300333,0.58225904,0
43,0.0,2022.0,11.0,5.0,20.13666667,20.495,-0.60876143,0.79335334,-0.81279446,0.58255057,0
44,0.0,2022.0,11.0,5.0,19.23714286,21.04,-0.5,0.8660254,-0.81258549,0.58284203,0
45,0.0,2022.0,11.0,5.0,16.77666667,16.785,-0.38268343,0.92387953,-0.81237641,0.58313341,0
46,0.0,2022.0,11.0,5.0,10.08,10.115,-0.25881905,0.96592583,-0.81216723,0.58342471,0
47,0.0,2022.0,11.0,5.0,0.945,0.03,-0.13052619,0.99144486,-0.81195794,0.58371594,0
48,0.0,2022.0,11.0,5.0,0.02166667,0.02,-0.0,1.0,-0.81174855,0.58400709,0
1,0.0,2022.0,11.0,6.0,4.84,5.135,0.13052619,0.99144486,-0.81153906,0.58429817,0
2,0.0,2022.0,11.0,6.0,10.645,9.45,0.25881905,0.96592583,-0.81132946,0.58458918,0
3,0.0,2022.0,11.0,6.0,2.70333333,2.57,0.38268343,0.92387953,-0.81111976,0.58488011,0
4,0.0,2022.0,11.0,6.0,9.595,9.605,0.5,0.8660254,-0.81090995,0.58517096,0
5,0.0,2022.0,11.0,6.0,16.43142857,17.38,0.60876143,0.79335334,-0.81070004,0.58546174,0
6,0.0,2022.0,11.0,6.0,19.89333333,19.885,0.70710678,0.70710678,-0.81049002,0.58575244,0
7,0.0,2022.0,11.0,6.0,19.84333333,19.85,0.79335334,0.60876143,-0.8102799,0.58604307,0
8,0.0,2022.0,11.0,6.0,19.245,19.71,0.8660254,0.5,-0.81006968,0.58633362,0
9,0.0,2022.0,11.0,6.0,12.655,10.425,0.92387953,0.38268343,-0.80985935,0.5866241,0
10,0.0,2022.0,11.0,6.0,8.245,8.58,0.96592583,0.25881905,-0.80964892,0.5869145,0
11,0.0,2022.0,11.0,6.0,5.68666667,4.945,0.99144486,0.13052619,-0.80943838,0.58720483,0
12,0.0,2022.0,11.0,6.0,5.15333333,4.67,1.0,0.0,-0.80922774,0.58749508,0
13,0.0,2022.0,11.0,6.0,3.785,4.53,0.99144486,-0.13052619,-0.80901699,0.58778525,0
14,0.0,2022.0,11.0,6.0,0.03,0.03,0.96592583,-0.25881905,-0.80880615,0.58807535,0
15,0.0,2022.0,11.0,6.0,0.025,0.025,0.92387953,-0.38268343,-0.80859519,0.58836538,0
16,0.0,2022.0,11.0,6.0,0.03,0.03,0.8660254,-0.5,-0.80838414,0.58865532,0
