TradingPeriod,IsProxyPriceFlag,Year,Month,Day,PrevAvg$PerMWHr,PrevMed$PerMWHr,SinPeriod,CosPeriod,SinDate,CosDate,Anomaly
27,0.0,2022.0,11.0,2.0,0.03,0.03,-0.38268343,-0.92387953,-0.84486556,0.53497868,0
28,0.0,2022.0,11.0,2.0,0.03,0.03,-0.5,-0.8660254,-0.84467364,0.53528164,0
29,0.0,2022.0,11.0,2.0,0.03,0.03,-0.60876143,-0.79335334,-0.84448162,0.53558453,0
30,0.0,2022.0,11.0,2.0,0.03,0.03,-0.70710678,-0.70710678,-0.84428949,0.53588735,0
31,0.0,2022.0,11.0,2.0,22.20833333,9.125,-0.79335334,-0.60876143,-0.84409725,0.53619011,0
32,0.0,2022.0,11.0,2.0,9.23142857,9.23,-0.8660254,-0.5,-0.8439049,0.53649279,0
33,0.0,2022.0,11.0,2.0,8.17,9.22,-0.92387953,-0.38268343,-0.84371245,0.5367954,0
34,0.0,2022.0,11.0,2.0,8.60142857,9.42,-0.96592583,-0.25881905,-0.84351988,0.53709795,0
35,0.0,2022.0,11.0,2.0,8.43857143,9.52,-0.99144486,-0.13052619,-0.84332721,0.53740043,0
36,0.0,2022.0,11.0,2.0,9.542,9.49,-1.0,-0.0,-0.84313443,0.53770283,0
37,0.0,2022.0,11.0,2.0,9.21,9.9,-0.99144486,0.13052619,-0.84294154,0.53800517,0
38,0.0,2022.0,11.0,2.0,10.352,9.92,-0.96592583,0.25881905,-0.84274854,0.53830744,0
39,0.0,2022.0,11.0,2.0,30.53857143,40.44,-0.92387953,0.38268343,-0.84255543,0.53860964,0
40,0.0,2022.0,11.0,2.0,68.055,74.54,-0.8660254,0.5,-0.84236222,0.53891177,0
41,0.0,2022.0,11.0,2.0,41.42571429,42.53,-0.79335334,0.60876143,-0.84216889,0.53921383,0
42,0.0,2022.0,11.0,2.0,37.31,41.15,-0.70710678,0.70710678,-0.84197546,0.53951582,0
43,0.0,2022.0,11.0,2.0,10.64833333,10.415,-0.60876143,0.79335334,-0.84178192,0.53981775,0
44,0.0,2022.0,11.0,2.0,15.52,10.22,-0.5,0.8660254,-0.84158827,0.5401196,0
45,0.0,2022.0,11.0,2.0,10.08142857,10.19,-0.38268343,0.92387953,-0.84139451,0.54042138,0
46,0.0,2022.0,11.0,2.0,9.83571429,9.73,-0.25881905,0.96592583,-0.84120065,0.5407231,0
47,0.0,2022.0,11.0,2.0,8.195,9.675,-0.13052619,0.99144486,-0.84100668,0.54102474,0
48,0.0,2022.0,11.0,2.0,8.10142857,9.34,-0.0,1.0,-0.8408126,0.54132632,0
1,0.0,2022.0,11.0,3.0,9.33142857,9.31,0.13052619,0.99144486,-0.84061841,0.54162782,0
2,0.0,2022.0,11.0,3.0,17.42714286,9.63,0.25881905,0.96592583,-0.84042411,0.54192926,0
3,0.0,2022.0,11.0,3.0,9.44714286,9.46,0.38268343,0.92387953,-0.8402297,0.54223062,0
4,0.0,2022.0,11.0,3.0,4.91,4.785,0.5,0.8660254,-0.84003519,0.54253192,0
5,0.0,2022.0,11.0,3.0,8.12333333,9.67,0.60876143,0.79335334,-0.83984057,0.54283314,0
6,0.0,2022.0,11.0,3.0,9.62833333,9.595,0.70710678,0.70710678,-0.83964584,0.5431343,0
7,0.0,2022.0,11.0,3.0,9.94833333,10.135,0.79335334,0.60876143,-0.839451,0.54343539,0
8,0.0,2022.0,11.0,3.0,0.24833333,0.245,0.8660254,0.5,-0.83925605,0.5437364,0
9,0.0,2022.0,11.0,3.0,5.55166667,5.575,0.92387953,0.38268343,-0.839061,0.54403735,0
10,0.0,2022.0,11.0,3.0,0.02,0.02,0.96592583,0.25881905,-0.83886584,0.54433823,0
11,0.0,2022.0,11.0,3.0,0.02,0.02,0.99144486,0.13052619,-0.83867057,0.54463904,0
12,0.0,2022.0,11.0,3.0,0.01857143,0.02,1.0,0.0,-0.83847519,0.54493977,0
13,0.0,2022.0,11.0,3.0,0.01666667,0.02,0.99144486,-0.13052619,-0.83827971,0.54524044,0
14,0.0,2022.0,11.0,3.0,0.01142857,0.01,0.96592583,-0.25881905,-0.83808411,0.54554104,0
15,0.0,2022.0,11.0,3.0,0.01,0.01,0.92387953,-0.38268343,-0.83788841,0.54584156,0
16,0.0,2022.0,11.0,3.0,0.01,0.01,0.8660254,-0.5,-0.8376926,0.54614202,0
17,0.0,2022.0,11.0,3.0,0.01,0.01,0.79335334,-0.60876143,-0.83749669,0.5464424,0
18,0.0,2022.0,11.0,3.0,0.01,0.01,0.70710678,-0.70710678,-0.83730066,0.54674272,0
19,0.0,2022.0,11.0,3.0,0.01166667,0.01,0.60876143,-0.79335334,-0.83710453,0.54704296,0
20,0.0,2022.0,11.0,3.0,0.01666667,0.02,0.5,-0.8660254,-0.83690829,0.54734314,0
21,0.0,2022.0,11.0,3.0,1.68833333,0.225,0.38268343,-0.92387953,-0.83671194,0.54764324,0
22,0.0,2022.0,11.0,3.0,4.615,4.47,0.25881905,-0.96592583,-0.83651549,0.54794328,0
23,0.0,2022.0,11.0,3.0,8.57428571,9.68,0.13052619,-0.99144486,-0.83631893,0.54824324,0
24,0.0,2022.0,11.0,3.0,14.31285714,9.57,0.0,-1.0,-0.83612226,0.54854314,0
25,0.0,2022.0,11.0,3.0,67.62714286,79.39,-0.13052619,-0.99144486,-0.83592548,0.54884296,0
26,0.0,2022.0,11.0,3.0,32.76166667,9.595,-0.25881905,-0.96592583,-0.83572859,0.54914271,0
27,0.0,2022.0,11.0,3.0,36.81857143,11.46,-0.38268343,-0.92387953,-0.8355316,0.54944239,0
28,0.0,2022.0,11.0,3.0,9.105,9.105,-0.5,-0.8660254,-0.8353345,0.549742,0
29,0.0,2022.0,11.0,3.0,9.15166667,9.165,-0.60876143,-0.79335334,-0.83513729,0.55004154,0
30,0.0,2022.0,11.0,3.0,9.395,9.215,-0.70710678,-0.70710678,-0.83493998,0.55034101,0
31,0.0,2022.0,11.0,3.0,22.63833333,22.12,-0.79335334,-0.60876143,-0.83474256,0.55064041,0
32,0.0,2022.0,11.0,3.0,34.75,34.75,-0.8660254,-0.5,-0.83454503,0.55093974,0
33,0.0,2022.0,11.0,3.0,9.29666667,5.135,-0.92387953,-0.38268343,-0.83434739,0.551239,0
34,0.0,2022.0,11.0,3.0,45.24666667,34.15,-0.96592583,-0.25881905,-0.83414965,0.55153818,0
35,0.0,2022.0,11.0,3.0,8.77,8.84,-0.99144486,-0.13052619,-0.8339518,0.5518373,0
36,0.0,2022.0,11.0,3.0,8.79666667,8.695,-1.0,-0.0,-0.83375384,0.55213634,0
37,0.0,2022.0,11.0,3.0,8.73833333,8.74,-0.99144486,0.13052619,-0.83355577,0.55243531,0
38,0.0,2022.0,11.0,3.0,8.60666667,8.64,-0.96592583,0.25881905,-0.8333576,0.55273422,0
39,0.0,2022.0,11.0,3.0,8.64666667,8.655,-0.92387953,0.38268343,-0.83315932,0.55303305,0
40,0.0,2022.0,11.0,3.0,8.87,8.82,-0.8660254,0.5,-0.83296093,0.55333181,0
41,0.0,2022.0,11.0,3.0,8.94,8.94,-0.79335334,0.60876143,-0.83276244,0.55363049,0
42,0.0,2022.0,11.0,3.0,22.78666667,22.41,-0.70710678,0.70710678,-0.83256383,0.55392911,0
43,0.0,2022.0,11.0,3.0,9.16,9.16,-0.60876143,0.79335334,-0.83236513,0.55422766,0
44,0.0,2022.0,11.0,3.0,9.17,9.13,-0.5,0.8660254,-0.83216631,0.55452613,0
45,0.0,2022.0,11.0,3.0,9.05285714,9.13,-0.38268343,0.92387953,-0.83196739,0.55482454,0
46,0.0,2022.0,11.0,3.0,7.67,9.02,-0.25881905,0.96592583,-0.83176836,0.55512287,0
47,0.0,2022.0,11.0,3.0,4.17428571,4.83,-0.13052619,0.99144486,-0.83156922,0.55542113,0
48,0.0,2022.0,11.0,3.0,2.57625,0.43,-0.0,1.0,-0.83136998,0.55571932,0
1,0.0,2022.0,11.0,4.0,5.98857143,5.34,0.13052619,0.99144486,-0.83117063,0.55601744,0
2,0.0,2022.0,11.0,4.0,8.80857143,9.29,0.25881905,0.96592583,-0.83097117,0.55631548,0
3,0.0,2022.0,11.0,4.0,8.46142857,9.02,0.38268343,0.92387953,-0.8307716,0.55661346,0
4,0.0,2022.0,11.0,4.0,8.21285714,9.2,0.5,0.8660254,-0.83057193,0.55691136,0
5,0.0,2022.0,11.0,4.0,2.82428571,0.45,0.60876143,0.79335334,-0.83037215,0.55720919,0
6,0.0,2022.0,11.0,4.0,2.98,0.47,0.70710678,0.70710678,-0.83017227,0.55750695,0
7,0.0,2022.0,11.0,4.0,10.43571429,9.47,0.79335334,0.60876143,-0.82997228,0.55780464,0
8,0.0,2022.0,11.0,4.0,2.58,0.465,0.8660254,0.5,-0.82977218,0.55810226,0
9,0.0,2022.0,11.0,4.0,0.79428571,0.02,0.92387953,0.38268343,-0.82957197,0.5583998,0
10,0.0,2022.0,11.0,4.0,0.01833333,0.02,0.96592583,0.25881905,-0.82937166,0.55869728,0
11,0.0,2022.0,11.0,4.0,0.01,0.01,0.99144486,0.13052619,-0.82917124,0.55899468,0
12,0.0,2022.0,11.0,4.0,0.01,0.01,1.0,0.0,-0.82897072,0.55929201,0
13,0.0,2022.0,11.0,4.0,0.01,0.01,0.99144486,-0.13052619,-0.82877009,0.55958926,0
14,0.0,2022.0,11.0,4.0,0.01,0.01,0.96592583,-0.25881905,-0.82856935,0.55988645,0
15,0.0,2022.0,11.0,4.0,0.01,0.01,0.92387953,-0.38268343,-0.8283685,0.56018356,0
16,0.0,2022.0,11.0,4.0,0.01,0.01,0.8660254,-0.5,-0.82816755,0.5604806,0
17,0.0,2022.0,11.0,4.0,0.01,0.01,0.79335334,-0.60876143,-0.82796649,0.56077757,0
18,0.0,2022.0,11.0,4.0,0.01,0.01,0.70710678,-0.70710678,-0.82776533,0.56107447,0
19,0.0,2022.0,11.0,4.0,0.01,0.01,0.60876143,-0.79335334,-0.82756406,0.56137129,0
20,0.0,2022.0,11.0,4.0,0.08333333,0.01,0.5,-0.8660254,-0.82736268,0.56166805,0
21,0.0,2022.0,11.0,4.0,5.55857143,9.28,0.38268343,-0.92387953,-0.8271612,0.56196473,0
22,0.0,2022.0,11.0,4.0,5.55857143,4.83,0.25881905,-0.96592583,-0.82695961,0.56226133,0
23,0.0,2022.0,11.0,4.0,12.48166667,9.5,0.13052619,-0.99144486,-0.82675791,0.56255787,0
24,0.0,2022.0,11.0,4.0,9.495,9.37,0.0,-1.0,-0.82655611,0.56285433,0
25,0.0,2022.0,11.0,4.0,9.01,9.02,-0.13052619,-0.99144486,-0.8263542,0.56315072,0
26,0.0,2022.0,11.0,4.0,8.68,8.68,-0.25881905,-0.96592583,-0.82615218,0.56344704,0
27,0.0,2022.0,11.0,4.0,8.37666667,8.4,-0.38268343,-0.92387953,-0.82595006,0.56374329,0
28,0.0,2022.0,11.0,4.0,8.0425,8.355,-0.5,-0.8660254,-0.82574783,0.56403946,0
29,0.0,2022.0,11.0,4.0,6.78714286,8.3,-0.60876143,-0.79335334,-0.8255455,0.56433556,0
30,0.0,2022.0,11.0,4.0,8.71285714,8.78,-0.70710678,-0.70710678,-0.82534306,0.56463159,0
31,0.0,2022.0,11.0,4.0,8.68333333,8.72,-0.79335334,-0.60876143,-0.82514051,0.56492755,0
32,0.0,2022.0,11.0,4.0,8.48833333,8.745,-0.8660254,-0.5,-0.82493786,0.56522343,0
33,0.0,2022.0,11.0,4.0,7.93,8.82,-0.92387953,-0.38268343,-0.8247351,0.56551924,0
34,0.0,2022.0,11.0,4.0,5.58166667,6.015,-0.96592583,-0.25881905,-0.82453224,0.56581498,0
35,0.0,2022.0,11.0,4.0,8.7275,8.75,-0.99144486,-0.13052619,-0.82432927,0.56611064,0
36,0.0,2022.0,11.0,4.0,7.97,7.97,-1.0,-0.0,-0.82412619,0.56640624,0
37,0.0,2022.0,11.0,4.0,15.76,16.81,-0.99144486,0.13052619,-0.82392301,0.56670176,0
38,0.0,2022.0,11.0,4.0,12.81,12.81,-0.96592583,0.25881905,-0.82371972,0.5669972,0
39,0.0,2022.0,11.0,4.0,8.61333333,8.6,-0.92387953,0.38268343,-0.82351632,0.56729258,0
40,0.0,2022.0,11.0,4.0,8.642,8.61,-0.8660254,0.5,-0.82331282,0.56758788,0
41,0.0,2022.0,11.0,4.0,13.81142857,12.98,-0.79335334,0.60876143,-0.82310921,0.5678831,0
42,0.0,2022.0,11.0,4.0,17.59833333,17.625,-0.70710678,0.70710678,-0.8229055,0.56817826,0
43,0.0,2022.0,11.0,4.0,17.8325,17.715,-0.60876143,0.79335334,-0.82270168,0.56847334,0
44,0.0,2022.0,11.0,4.0,8.83,9.24,-0.5,0.8660254,-0.82249776,0.56876835,0
45,0.0,2022.0,11.0,4.0,2.20571429,3.08,-0.38268343,0.92387953,-0.82229373,0.56906328,0
46,0.0,2022.0,11.0,4.0,0.02,0.02,-0.25881905,0.96592583,-0.82208959,0.56935815,0
47,0.0,2022.0,11.0,4.0,2.23428571,3.65,-0.13052619,0.99144486,-0.82188535,0.56965293,0
48,0.0,2022.0,11.0,4.0,1.07142857,0.02,-0.0,1.0,-0.82168101,0.56994765,0
1,0.0,2022.0,11.0,5.0,1.59571429,0.02,0.13052619,0.99144486,-0.82147655,0.57024229,0
2,0.0,2022.0,11.0,5.0,8.25285714,9.0,0.25881905,0.96592583,-0.82127199,0.57053686,0
3,0.0,2022.0,11.0,5.0,6.56857143,7.36,0.38268343,0.92387953,-0.82106733,0.57083136,0
4,0.0,2022.0,11.0,5.0,4.41428571,3.91,0.5,0.8660254,-0.82086256,0.57112578,0
5,0.0,2022.0,11.0,5.0,5.19,4.455,0.60876143,0.79335334,-0.82065769,0.57142013,0
6,0.0,2022.0,11.0,5.0,5.37428571,4.24,0.70710678,0.70710678,-0.82045271,0.5717144,0
7,0.0,2022.0,11.0,5.0,5.25833333,4.235,0.79335334,0.60876143,-0.82024762,0.5720086,0
8,0.0,2022.0,11.0,5.0,1.19714286,0.02,0.8660254,0.5,-0.82004243,0.57230273,0
9,0.0,2022.0,11.0,5.0,2.21666667,2.215,0.92387953,0.38268343,-0.81983713,0.57259679,0
10,0.0,2022.0,11.0,5.0,0.01,0.01,0.96592583,0.25881905,-0.81963173,0.57289077,0
11,0.0,2022.0,11.0,5.0,0.01,0.01,0.99144486,0.13052619,-0.81942622,0.57318467,0
12,0.0,2022.0,11.0,5.0,0.01,0.01,1.0,0.0,-0.81922061,0.57347851,0
13,0.0,2022.0,11.0,5.0,0.01,0.01,0.99144486,-0.13052619,-0.81901489,0.57377227,0
14,0.0,2022.0,11.0,5.0,0.01,0.01,0.96592583,-0.25881905,-0.81880906,0.57406595,0
15,0.0,2022.0,11.0,5.0,0.01,0.01,0.92387953,-0.38268343,-0.81860313,0.57435957,0
16,0.0,2022.0,11.0,5.0,0.01,0.01,0.8660254,-0.5,-0.8183971,0.5746531,0
17,0.0,2022.0,11.0,5.0,0.01,0.01,0.79335334,-0.60876143,-0.81819096,0.57494657,0
18,0.0,2022.0,11.0,5.0,0.01,0.01,0.70710678,-0.70710678,-0.81798471,0.57523996,0
19,0.0,2022.0,11.0,5.0,0.01,0.01,0.60876143,-0.79335334,-0.81777836,0.57553327,0
20,0.0,2022.0,11.0,5.0,0.01,0.01,0.5,-0.8660254,-0.81757191,0.57582652,0
21,0.0,2022.0,11.0,5.0,0.01,0.01,0.38268343,-0.92387953,-0.81736535,0.57611969,0
22,0.0,2022.0,11.0,5.0,0.01333333,0.01,0.25881905,-0.96592583,-0.81715868,0.57641278,0
23,0.0,2022.0,11.0,5.0,0.02166667,0.02,0.13052619,-0.99144486,-0.81695191,0.5767058,0
24,0.0,2022.0,11.0,5.0,0.82166667,0.03,0.0,-1.0,-0.81674503,0.57699874,0
25,0.0,2022.0,11.0,5.0,4.71,4.845,-0.13052619,-0.99144486,-0.81653805,0.57729162,0
26,0.0,2022.0,11.0,5.0,1.54166667,0.03,-0.25881905,-0.96592583,-0.81633097,0.57758441,0
27,0.0,2022.0,11.0,5.0,1.65333333,0.03,-0.38268343,-0.92387953,-0.81612377,0.57787714,0
28,0.0,2022.0,11.0,5.0,0.02,0.02,-0.5,-0.8660254,-0.81591648,0.57816979,0
29,0.0,2022.0,11.0,5.0,3.68333333,4.835,-0.60876143,-0.79335334,-0.81570908,0.57846236,0
30,0.0,2022.0,11.0,5.0,0.84333333,0.02,-0.70710678,-0.70710678,-0.81550157,0.57875486,0
31,0.0,2022.0,11.0,5.0,9.42666667,9.42,-0.79335334,-0.60876143,-0.81529396,0.57904729,0
32,0.0,2022.0,11.0,5.0,9.52666667,9.53,-0.8660254,-0.5,-0.81508624,0.57933964,0
33,0.0,2022.0,11.0,5.0,8.39666667,9.44,-0.92387953,-0.38268343,-0.81487842,0.57963191,0
34,0.0,2022.0,11.0,5.0,2.926,4.8,-0.96592583,-0.25881905,-0.8146705,0.57992412,0
35,0.0,2022.0,11.0,5.0,2.06142857,0.02,-0.99144486,-0.13052619,-0.81446247,0.58021624,0
36,0.0,2022.0,11.0,5.0,0.02,0.02,-1.0,-0.0,-0.81425433,0.5805083,0
37,0.0,2022.0,11.0,5.0,4.73666667,4.76,-0.99144486,0.13052619,-0.81404609,0.58080027,0
38,0.0,2022.0,11.0,5.0,4.835,4.78,-0.96592583,0.25881905,-0.81383775,0.58109218,0
39,0.0,2022.0,11.0,5.0,8.355,8.945,-0.92387953,0.38268343,-0.8136293,0.58138401,0
40,0.0,2022.0,11.0,5.0,8.265,8.16,-0.8660254,0.5,-0.81342075,0.58167576,0
41,0.0,2022.0,11.0,5.0,11.78666667,10.25,-0.79335334,0.60876143,-0.81321209,0.58196744,0
42,0.0,2022.0,11.0,5.0,17.515,17.335,-0.70710678,0.70710678,-0.81300333,0.58225904,0
43,0.0,2022.0,11.0,5.0,20.03333333,20.41,-0.60876143,0.79335334,-0.81279446,0.58255057,0
44,0.0,2022.0,11.0,5.0,19.20571429,21.01,-0.5,0.8660254,-0.81258549,0.58284203,0
45,0.0,2022.0,11.0,5.0,16.71166667,16.71,-0.38268343,0.92387953,-0.81237641,0.58313341,0
46,0.0,2022.0,11.0,5.0,10.00666667,10.055,-0.25881905,0.96592583,-0.81216723,0.58342471,0
47,0.0,2022.0,11.0,5.0,0.91,0.02,-0.13052619,0.99144486,-0.81195794,0.58371594,0
48,0.0,2022.0,11.0,5.0,0.02,0.02,-0.0,1.0,-0.81174855,0.58400709,0
1,0.0,2022.0,11.0,6.0,4.69166667,4.95,0.13052619,0.99144486,-0.81153906,0.58429817,0
2,0.0,2022.0,11.0,6.0,10.62333333,9.405,0.25881905,0.96592583,-0.81132946,0.58458918,0
3,0.0,2022.0,11.0,6.0,2.665,2.535,0.38268343,0.92387953,-0.81111976,0.58488011,0
4,0.0,2022.0,11.0,6.0,9.54333333,9.55,0.5,0.8660254,-0.81090995,0.58517096,0
5,0.0,2022.0,11.0,6.0,17.09857143,17.69,0.60876143,0.79335334,-0.81070004,0.58546174,0
6,0.0,2022.0,11.0,6.0,20.22166667,20.225,0.70710678,0.70710678,-0.81049002,0.58575244,0
7,0.0,2022.0,11.0,6.0,20.22666667,20.22,0.79335334,0.60876143,-0.8102799,0.58604307,0
8,0.0,2022.0,11.0,6.0,19.74,20.215,0.8660254,0.5,-0.81006968,0.58633362,0
9,0.0,2022.0,11.0,6.0,12.97333333,10.685,0.92387953,0.38268343,-0.80985935,0.5866241,0
10,0.0,2022.0,11.0,6.0,8.44166667,8.79,0.96592583,0.25881905,-0.80964892,0.5869145,0
11,0.0,2022.0,11.0,6.0,5.80833333,5.05,0.99144486,0.13052619,-0.80943838,0.58720483,0
12,0.0,2022.0,11.0,6.0,5.25166667,4.76,1.0,0.0,-0.80922774,0.58749508,0
13,0.0,2022.0,11.0,6.0,3.855,4.61,0.99144486,-0.13052619,-0.80901699,0.58778525,0
14,0.0,2022.0,11.0,6.0,0.03,0.03,0.96592583,-0.25881905,-0.80880615,0.58807535,0
15,0.0,2022.0,11.0,6.0,0.01,0.01,0.92387953,-0.38268343,-0.80859519,0.58836538,0
16,0.0,2022.0,11.0,6.0,0.01,0.01,0.8660254,-0.5,-0.80838414,0.58865532,0
