@relation relation: PoC: STK0331; Target: Avg$PerMWHr; Delay: 6hr

@attribute TradingPeriod numeric
@attribute IsProxyPriceFlag numeric
@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute PrevAvg$PerMWHr numeric
@attribute PrevMed$PerMWHr numeric
@attribute SinPeriod numeric
@attribute CosPeriod numeric
@attribute SinDate numeric
@attribute CosDate numeric
@attribute Avg$PerMWHr numeric

@data
9.0,0.0,2022.0,11.0,2.0,1.055,0.255,0.92387953,0.38268343,-0.84830139,0.52951369,0.01
10.0,0.0,2022.0,11.0,2.0,1.05333333,0.26,0.96592583,0.25881905,-0.84811144,0.52981788,0.01
11.0,0.0,2022.0,11.0,2.0,6.485,2.945,0.99144486,0.13052619,-0.84792138,0.53012201,0.01
12.0,0.0,2022.0,11.0,2.0,7.38333333,10.305,1.0,0.0,-0.8477312,0.53042606,0.01
13.0,0.0,2022.0,11.0,2.0,0.026,0.03,0.99144486,-0.13052619,-0.84754092,0.53073005,0.02
14.0,0.0,2022.0,11.0,2.0,0.01285714,0.01,0.96592583,-0.25881905,-0.84735053,0.53103397,0.02714286
15.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.92387953,-0.38268343,-0.84716003,0.53133782,0.03
16.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.8660254,-0.5,-0.84696943,0.5316416,0.03166667
17.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.79335334,-0.60876143,-0.84677871,0.53194531,0.03285714
18.0,0.0,2022.0,11.0,2.0,0.01285714,0.01,0.70710678,-0.70710678,-0.84658788,0.53224896,0.03333333
19.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.60876143,-0.79335334,-0.84639695,0.53255254,0.03333333
20.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.5,-0.8660254,-0.84620591,0.53285604,0.03857143
21.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.38268343,-0.92387953,-0.84601475,0.53315948,0.03285714
22.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.25881905,-0.96592583,-0.84582349,0.53346286,0.03571429
23.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.13052619,-0.99144486,-0.84563212,0.53376616,23.42833333
24.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.0,-1.0,-0.84544064,0.53406939,9.74
25.0,0.0,2022.0,11.0,2.0,0.02,0.02,-0.13052619,-0.99144486,-0.84524906,0.53437256,8.61714286
26.0,0.0,2022.0,11.0,2.0,0.02714286,0.03,-0.25881905,-0.96592583,-0.84505736,0.53467565,9.07571429
27.0,0.0,2022.0,11.0,2.0,0.03,0.03,-0.38268343,-0.92387953,-0.84486556,0.53497868,8.90142857
28.0,0.0,2022.0,11.0,2.0,0.03166667,0.03,-0.5,-0.8660254,-0.84467364,0.53528164,10.066
29.0,0.0,2022.0,11.0,2.0,0.03285714,0.03,-0.60876143,-0.79335334,-0.84448162,0.53558453,9.72
30.0,0.0,2022.0,11.0,2.0,0.03333333,0.03,-0.70710678,-0.70710678,-0.84428949,0.53588735,10.922
31.0,0.0,2022.0,11.0,2.0,0.03333333,0.03,-0.79335334,-0.60876143,-0.84409725,0.53619011,32.21857143
32.0,0.0,2022.0,11.0,2.0,0.03857143,0.04,-0.8660254,-0.5,-0.8439049,0.53649279,71.88
33.0,0.0,2022.0,11.0,2.0,0.03285714,0.03,-0.92387953,-0.38268343,-0.84371245,0.5367954,43.69285714
34.0,0.0,2022.0,11.0,2.0,0.03571429,0.04,-0.96592583,-0.25881905,-0.84351988,0.53709795,39.35428571
35.0,0.0,2022.0,11.0,2.0,23.42833333,9.625,-0.99144486,-0.13052619,-0.84332721,0.53740043,11.20333333
36.0,0.0,2022.0,11.0,2.0,9.74,9.74,-1.0,-0.0,-0.84313443,0.53770283,16.39666667
37.0,0.0,2022.0,11.0,2.0,8.61714286,9.72,-0.99144486,0.13052619,-0.84294154,0.53800517,10.64571429
38.0,0.0,2022.0,11.0,2.0,9.07571429,9.94,-0.96592583,0.25881905,-0.84274854,0.53830744,10.37142857
39.0,0.0,2022.0,11.0,2.0,8.90142857,10.04,-0.92387953,0.38268343,-0.84255543,0.53860964,8.64333333
40.0,0.0,2022.0,11.0,2.0,10.066,10.01,-0.8660254,0.5,-0.84236222,0.53891177,8.53142857
41.0,0.0,2022.0,11.0,2.0,9.72,10.45,-0.79335334,0.60876143,-0.84216889,0.53921383,9.7
42.0,0.0,2022.0,11.0,2.0,10.922,10.47,-0.70710678,0.70710678,-0.84197546,0.53951582,18.03142857
43.0,0.0,2022.0,11.0,2.0,32.21857143,42.66,-0.60876143,0.79335334,-0.84178192,0.53981775,9.80285714
44.0,0.0,2022.0,11.0,2.0,71.88,78.755,-0.5,0.8660254,-0.84158827,0.5401196,5.09833333
45.0,0.0,2022.0,11.0,2.0,43.69285714,44.87,-0.38268343,0.92387953,-0.84139451,0.54042138,8.435
46.0,0.0,2022.0,11.0,2.0,39.35428571,43.41,-0.25881905,0.96592583,-0.84120065,0.5407231,9.93
47.0,0.0,2022.0,11.0,2.0,11.20333333,10.99,-0.13052619,0.99144486,-0.84100668,0.54102474,10.17333333
48.0,0.0,2022.0,11.0,2.0,16.39666667,10.8,-0.0,1.0,-0.8408126,0.54132632,0.25666667
1.0,0.0,2022.0,11.0,3.0,10.64571429,10.77,0.13052619,0.99144486,-0.84061841,0.54162782,5.64666667
2.0,0.0,2022.0,11.0,3.0,10.37142857,10.26,0.25881905,0.96592583,-0.84042411,0.54192926,0.02
3.0,0.0,2022.0,11.0,3.0,8.64333333,10.2,0.38268343,0.92387953,-0.8402297,0.54223062,0.02
4.0,0.0,2022.0,11.0,3.0,8.53142857,9.86,0.5,0.8660254,-0.84003519,0.54253192,0.01857143
5.0,0.0,2022.0,11.0,3.0,9.7,9.71,0.60876143,0.79335334,-0.83984057,0.54283314,0.01666667
6.0,0.0,2022.0,11.0,3.0,18.03142857,9.96,0.70710678,0.70710678,-0.83964584,0.5431343,0.01142857
7.0,0.0,2022.0,11.0,3.0,9.80285714,9.81,0.79335334,0.60876143,-0.839451,0.54343539,0.01
8.0,0.0,2022.0,11.0,3.0,5.09833333,4.97,0.8660254,0.5,-0.83925605,0.5437364,0.01
9.0,0.0,2022.0,11.0,3.0,8.435,10.04,0.92387953,0.38268343,-0.839061,0.54403735,0.01
10.0,0.0,2022.0,11.0,3.0,9.93,9.86,0.96592583,0.25881905,-0.83886584,0.54433823,0.01
11.0,0.0,2022.0,11.0,3.0,10.17333333,10.33,0.99144486,0.13052619,-0.83867057,0.54463904,0.01166667
12.0,0.0,2022.0,11.0,3.0,0.25666667,0.255,1.0,0.0,-0.83847519,0.54493977,0.01666667
13.0,0.0,2022.0,11.0,3.0,5.64666667,5.66,0.99144486,-0.13052619,-0.83827971,0.54524044,1.75666667
14.0,0.0,2022.0,11.0,3.0,0.02,0.02,0.96592583,-0.25881905,-0.83808411,0.54554104,4.84833333
15.0,0.0,2022.0,11.0,3.0,0.02,0.02,0.92387953,-0.38268343,-0.83788841,0.54584156,9.04285714
16.0,0.0,2022.0,11.0,3.0,0.01857143,0.02,0.8660254,-0.5,-0.8376926,0.54614202,15.11428571
17.0,0.0,2022.0,11.0,3.0,0.01666667,0.02,0.79335334,-0.60876143,-0.83749669,0.5464424,71.45
18.0,0.0,2022.0,11.0,3.0,0.01142857,0.01,0.70710678,-0.70710678,-0.83730066,0.54674272,34.60666667
19.0,0.0,2022.0,11.0,3.0,0.01,0.01,0.60876143,-0.79335334,-0.83710453,0.54704296,38.79
20.0,0.0,2022.0,11.0,3.0,0.01,0.01,0.5,-0.8660254,-0.83690829,0.54734314,9.51
21.0,0.0,2022.0,11.0,3.0,0.01,0.01,0.38268343,-0.92387953,-0.83671194,0.54764324,9.47666667
22.0,0.0,2022.0,11.0,3.0,0.01,0.01,0.25881905,-0.96592583,-0.83651549,0.54794328,9.72833333
23.0,0.0,2022.0,11.0,3.0,0.01166667,0.01,0.13052619,-0.99144486,-0.83631893,0.54824324,23.46166667
24.0,0.0,2022.0,11.0,3.0,0.01666667,0.02,0.0,-1.0,-0.83612226,0.54854314,36.01
25.0,0.0,2022.0,11.0,3.0,1.75666667,0.235,-0.13052619,-0.99144486,-0.83592548,0.54884296,9.65
26.0,0.0,2022.0,11.0,3.0,4.84833333,4.735,-0.25881905,-0.96592583,-0.83572859,0.54914271,46.87333333
27.0,0.0,2022.0,11.0,3.0,9.04285714,10.21,-0.38268343,-0.92387953,-0.8355316,0.54944239,9.08428571
28.0,0.0,2022.0,11.0,3.0,15.11428571,10.11,-0.5,-0.8660254,-0.8353345,0.549742,9.11333333
29.0,0.0,2022.0,11.0,3.0,71.45,83.89,-0.60876143,-0.79335334,-0.83513729,0.55004154,9.04333333
30.0,0.0,2022.0,11.0,3.0,34.60666667,10.125,-0.70710678,-0.70710678,-0.83493998,0.55034101,8.90833333
31.0,0.0,2022.0,11.0,3.0,38.79,11.91,-0.79335334,-0.60876143,-0.83474256,0.55064041,8.95166667
32.0,0.0,2022.0,11.0,3.0,9.51,9.51,-0.8660254,-0.5,-0.83454503,0.55093974,9.18
33.0,0.0,2022.0,11.0,3.0,9.47666667,9.485,-0.92387953,-0.38268343,-0.83434739,0.551239,9.25
34.0,0.0,2022.0,11.0,3.0,9.72833333,9.535,-0.96592583,-0.25881905,-0.83414965,0.55153818,23.57666667
35.0,0.0,2022.0,11.0,3.0,23.46166667,22.93,-0.99144486,-0.13052619,-0.8339518,0.5518373,9.475
36.0,0.0,2022.0,11.0,3.0,36.01,36.01,-1.0,-0.0,-0.83375384,0.55213634,9.4875
37.0,0.0,2022.0,11.0,3.0,9.65,5.325,-0.99144486,0.13052619,-0.83355577,0.55243531,9.36571429
38.0,0.0,2022.0,11.0,3.0,46.87333333,35.4,-0.96592583,0.25881905,-0.8333576,0.55273422,7.94142857
39.0,0.0,2022.0,11.0,3.0,9.08428571,9.16,-0.92387953,0.38268343,-0.83315932,0.55303305,4.34857143
40.0,0.0,2022.0,11.0,3.0,9.11333333,9.01,-0.8660254,0.5,-0.83296093,0.55333181,2.68125
41.0,0.0,2022.0,11.0,3.0,9.04333333,9.045,-0.79335334,0.60876143,-0.83276244,0.55363049,6.19571429
42.0,0.0,2022.0,11.0,3.0,8.90833333,8.935,-0.70710678,0.70710678,-0.83256383,0.55392911,9.11571429
43.0,0.0,2022.0,11.0,3.0,8.95166667,8.965,-0.60876143,0.79335334,-0.83236513,0.55422766,8.77285714
44.0,0.0,2022.0,11.0,3.0,9.18,9.13,-0.5,0.8660254,-0.83216631,0.55452613,8.52428571
45.0,0.0,2022.0,11.0,3.0,9.25,9.25,-0.38268343,0.92387953,-0.83196739,0.55482454,2.90142857
46.0,0.0,2022.0,11.0,3.0,23.57666667,23.19,-0.25881905,0.96592583,-0.83176836,0.55512287,3.07857143
47.0,0.0,2022.0,11.0,3.0,9.475,9.475,-0.13052619,0.99144486,-0.83156922,0.55542113,10.69714286
48.0,0.0,2022.0,11.0,3.0,9.4875,9.45,-0.0,1.0,-0.83136998,0.55571932,2.63166667
1.0,0.0,2022.0,11.0,4.0,9.36571429,9.45,0.13052619,0.99144486,-0.83117063,0.55601744,0.81571429
2.0,0.0,2022.0,11.0,4.0,7.94142857,9.33,0.25881905,0.96592583,-0.83097117,0.55631548,0.01833333
3.0,0.0,2022.0,11.0,4.0,4.34857143,5.03,0.38268343,0.92387953,-0.8307716,0.55661346,0.01
4.0,0.0,2022.0,11.0,4.0,2.68125,0.45,0.5,0.8660254,-0.83057193,0.55691136,0.01
5.0,0.0,2022.0,11.0,4.0,6.19571429,5.53,0.60876143,0.79335334,-0.83037215,0.55720919,0.01
6.0,0.0,2022.0,11.0,4.0,9.11571429,9.62,0.70710678,0.70710678,-0.83017227,0.55750695,0.01
7.0,0.0,2022.0,11.0,4.0,8.77285714,9.35,0.79335334,0.60876143,-0.82997228,0.55780464,0.01
8.0,0.0,2022.0,11.0,4.0,8.52428571,9.55,0.8660254,0.5,-0.82977218,0.55810226,0.01
9.0,0.0,2022.0,11.0,4.0,2.90142857,0.47,0.92387953,0.38268343,-0.82957197,0.5583998,0.01
10.0,0.0,2022.0,11.0,4.0,3.07857143,0.48,0.96592583,0.25881905,-0.82937166,0.55869728,0.01
11.0,0.0,2022.0,11.0,4.0,10.69714286,9.65,0.99144486,0.13052619,-0.82917124,0.55899468,0.01
12.0,0.0,2022.0,11.0,4.0,2.63166667,0.48,1.0,0.0,-0.82897072,0.55929201,0.08666667
13.0,0.0,2022.0,11.0,4.0,0.81571429,0.02,0.99144486,-0.13052619,-0.82877009,0.55958926,5.77285714
14.0,0.0,2022.0,11.0,4.0,0.01833333,0.02,0.96592583,-0.25881905,-0.82856935,0.55988645,5.78571429
15.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.92387953,-0.38268343,-0.8283685,0.56018356,13.02333333
16.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.8660254,-0.5,-0.82816755,0.5604806,10.02
17.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.79335334,-0.60876143,-0.82796649,0.56077757,9.51
18.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.70710678,-0.70710678,-0.82776533,0.56107447,9.16
19.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.60876143,-0.79335334,-0.82756406,0.56137129,8.71
20.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.5,-0.8660254,-0.82736268,0.56166805,8.325
21.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.38268343,-0.92387953,-0.8271612,0.56196473,7.02857143
22.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.25881905,-0.96592583,-0.82695961,0.56226133,9.01571429
23.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.13052619,-0.99144486,-0.82675791,0.56255787,8.985
24.0,0.0,2022.0,11.0,4.0,0.08666667,0.01,0.0,-1.0,-0.82655611,0.56285433,8.78666667
25.0,0.0,2022.0,11.0,4.0,5.77285714,9.64,-0.13052619,-0.99144486,-0.8263542,0.56315072,8.20571429
26.0,0.0,2022.0,11.0,4.0,5.78571429,5.12,-0.25881905,-0.96592583,-0.82615218,0.56344704,5.77666667
27.0,0.0,2022.0,11.0,4.0,13.02333333,9.835,-0.38268343,-0.92387953,-0.82595006,0.56374329,9.0275
28.0,0.0,2022.0,11.0,4.0,10.02,9.89,-0.5,-0.8660254,-0.82574783,0.56403946,8.25
29.0,0.0,2022.0,11.0,4.0,9.51,9.52,-0.60876143,-0.79335334,-0.8255455,0.56433556,16.30333333
30.0,0.0,2022.0,11.0,4.0,9.16,9.16,-0.70710678,-0.70710678,-0.82534306,0.56463159,13.25
31.0,0.0,2022.0,11.0,4.0,8.71,8.74,-0.79335334,-0.60876143,-0.82514051,0.56492755,8.91
32.0,0.0,2022.0,11.0,4.0,8.325,8.65,-0.8660254,-0.5,-0.82493786,0.56522343,8.942
33.0,0.0,2022.0,11.0,4.0,7.02857143,8.58,-0.92387953,-0.38268343,-0.8247351,0.56551924,14.29142857
34.0,0.0,2022.0,11.0,4.0,9.01571429,9.09,-0.96592583,-0.25881905,-0.82453224,0.56581498,18.195
35.0,0.0,2022.0,11.0,4.0,8.985,9.02,-0.99144486,-0.13052619,-0.82432927,0.56611064,18.44
36.0,0.0,2022.0,11.0,4.0,8.78666667,9.055,-1.0,-0.0,-0.82412619,0.56640624,9.14142857
37.0,0.0,2022.0,11.0,4.0,8.20571429,9.13,-0.99144486,0.13052619,-0.82392301,0.56670176,2.29
38.0,0.0,2022.0,11.0,4.0,5.77666667,6.225,-0.96592583,0.25881905,-0.82371972,0.5669972,0.02
39.0,0.0,2022.0,11.0,4.0,9.0275,9.05,-0.92387953,0.38268343,-0.82351632,0.56729258,2.31428571
40.0,0.0,2022.0,11.0,4.0,8.25,8.25,-0.8660254,0.5,-0.82331282,0.56758788,1.11285714
41.0,0.0,2022.0,11.0,4.0,16.30333333,17.39,-0.79335334,0.60876143,-0.82310921,0.5678831,1.65714286
42.0,0.0,2022.0,11.0,4.0,13.25,13.25,-0.70710678,0.70710678,-0.8229055,0.56817826,8.54714286
43.0,0.0,2022.0,11.0,4.0,8.91,8.9,-0.60876143,0.79335334,-0.82270168,0.56847334,6.77571429
44.0,0.0,2022.0,11.0,4.0,8.942,8.91,-0.5,0.8660254,-0.82249776,0.56876835,4.57714286
45.0,0.0,2022.0,11.0,4.0,14.29142857,13.43,-0.38268343,0.92387953,-0.82229373,0.56906328,5.38666667
46.0,0.0,2022.0,11.0,4.0,18.195,18.225,-0.25881905,0.96592583,-0.82208959,0.56935815,5.48142857
47.0,0.0,2022.0,11.0,4.0,18.44,18.32,-0.13052619,0.99144486,-0.82188535,0.56965293,5.38833333
48.0,0.0,2022.0,11.0,4.0,9.14142857,9.55,-0.0,1.0,-0.82168101,0.56994765,1.22142857
1.0,0.0,2022.0,11.0,5.0,2.29,3.2,0.13052619,0.99144486,-0.82147655,0.57024229,2.26166667
2.0,0.0,2022.0,11.0,5.0,0.02,0.02,0.25881905,0.96592583,-0.82127199,0.57053686,0.01
3.0,0.0,2022.0,11.0,5.0,2.31428571,3.78,0.38268343,0.92387953,-0.82106733,0.57083136,0.01
4.0,0.0,2022.0,11.0,5.0,1.11285714,0.02,0.5,0.8660254,-0.82086256,0.57112578,0.01
5.0,0.0,2022.0,11.0,5.0,1.65714286,0.02,0.60876143,0.79335334,-0.82065769,0.57142013,0.01
6.0,0.0,2022.0,11.0,5.0,8.54714286,9.3,0.70710678,0.70710678,-0.82045271,0.5717144,0.01
7.0,0.0,2022.0,11.0,5.0,6.77571429,7.49,0.79335334,0.60876143,-0.82024762,0.5720086,0.01
8.0,0.0,2022.0,11.0,5.0,4.57714286,4.05,0.8660254,0.5,-0.82004243,0.57230273,0.01
9.0,0.0,2022.0,11.0,5.0,5.38666667,4.625,0.92387953,0.38268343,-0.81983713,0.57259679,0.01
10.0,0.0,2022.0,11.0,5.0,5.48142857,4.33,0.96592583,0.25881905,-0.81963173,0.57289077,0.01
11.0,0.0,2022.0,11.0,5.0,5.38833333,4.395,0.99144486,0.13052619,-0.81942622,0.57318467,0.01
12.0,0.0,2022.0,11.0,5.0,1.22142857,0.02,1.0,0.0,-0.81922061,0.57347851,0.01
13.0,0.0,2022.0,11.0,5.0,2.26166667,2.26,0.99144486,-0.13052619,-0.81901489,0.57377227,0.01
14.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.96592583,-0.25881905,-0.81880906,0.57406595,0.01333333
15.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.92387953,-0.38268343,-0.81860313,0.57435957,0.02166667
16.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.8660254,-0.5,-0.8183971,0.5746531,0.84833333
17.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.79335334,-0.60876143,-0.81819096,0.57494657,4.87833333
18.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.70710678,-0.70710678,-0.81798471,0.57523996,1.59333333
19.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.60876143,-0.79335334,-0.81777836,0.57553327,1.71833333
20.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.5,-0.8660254,-0.81757191,0.57582652,0.02
21.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.38268343,-0.92387953,-0.81736535,0.57611969,3.81
22.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.25881905,-0.96592583,-0.81715868,0.57641278,0.87166667
23.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.13052619,-0.99144486,-0.81695191,0.5767058,9.75
24.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.0,-1.0,-0.81674503,0.57699874,9.84833333
25.0,0.0,2022.0,11.0,5.0,0.01,0.01,-0.13052619,-0.99144486,-0.81653805,0.57729162,8.65333333
26.0,0.0,2022.0,11.0,5.0,0.01333333,0.01,-0.25881905,-0.96592583,-0.81633097,0.57758441,3.032
27.0,0.0,2022.0,11.0,5.0,0.02166667,0.02,-0.38268343,-0.92387953,-0.81612377,0.57787714,2.13285714
28.0,0.0,2022.0,11.0,5.0,0.84833333,0.03,-0.5,-0.8660254,-0.81591648,0.57816979,0.02
29.0,0.0,2022.0,11.0,5.0,4.87833333,5.03,-0.60876143,-0.79335334,-0.81570908,0.57846236,4.89833333
30.0,0.0,2022.0,11.0,5.0,1.59333333,0.03,-0.70710678,-0.70710678,-0.81550157,0.57875486,5.0
31.0,0.0,2022.0,11.0,5.0,1.71833333,0.03,-0.79335334,-0.60876143,-0.81529396,0.57904729,8.53666667
32.0,0.0,2022.0,11.0,5.0,0.02,0.02,-0.8660254,-0.5,-0.81508624,0.57933964,8.405
33.0,0.0,2022.0,11.0,5.0,3.81,5.005,-0.92387953,-0.38268343,-0.81487842,0.57963191,12.11
34.0,0.0,2022.0,11.0,5.0,0.87166667,0.02,-0.96592583,-0.25881905,-0.8146705,0.57992412,18.035
35.0,0.0,2022.0,11.0,5.0,9.75,9.745,-0.99144486,-0.13052619,-0.81446247,0.58021624,20.71
36.0,0.0,2022.0,11.0,5.0,9.84833333,9.855,-1.0,-0.0,-0.81425433,0.5805083,19.86142857
37.0,0.0,2022.0,11.0,5.0,8.65333333,9.71,-0.99144486,0.13052619,-0.81404609,0.58080027,17.27666667
38.0,0.0,2022.0,11.0,5.0,3.032,4.98,-0.96592583,0.25881905,-0.81383775,0.58109218,10.345
39.0,0.0,2022.0,11.0,5.0,2.13285714,0.02,-0.92387953,0.38268343,-0.8136293,0.58138401,0.94166667
40.0,0.0,2022.0,11.0,5.0,0.02,0.02,-0.8660254,0.5,-0.81342075,0.58167576,0.02
41.0,0.0,2022.0,11.0,5.0,4.89833333,4.92,-0.79335334,0.60876143,-0.81321209,0.58196744,4.85166667
42.0,0.0,2022.0,11.0,5.0,5.0,4.94,-0.70710678,0.70710678,-0.81300333,0.58225904,10.98333333
