TradingPeriod,IsProxyPriceFlag,Med$PerMWHr,Year,Month,Day,Avg$PerMWHr,PrevAvg$PerMWHr,PrevMed$PerMWHr,SinPeriod,CosPeriod,SinDate,CosDate
9,0.0,0.01,2022.0,11.0,2.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.84830139,0.52951369
10,0.0,0.01,2022.0,11.0,2.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.84811144,0.52981788
11,0.0,0.01,2022.0,11.0,2.0,0.01,0.01,0.01,0.99144486,0.13052619,-0.84792138,0.53012201
12,0.0,0.01,2022.0,11.0,2.0,0.01,0.01,0.01,1.0,0.0,-0.8477312,0.53042606
13,0.0,0.03,2022.0,11.0,2.0,0.02142857,0.01,0.01,0.99144486,-0.13052619,-0.84754092,0.53073005
14,0.0,0.03,2022.0,11.0,2.0,0.02857143,0.02142857,0.03,0.96592583,-0.25881905,-0.84735053,0.53103397
15,0.0,0.03,2022.0,11.0,2.0,0.03571429,0.02857143,0.03,0.92387953,-0.38268343,-0.84716003,0.53133782
16,0.0,0.03,2022.0,11.0,2.0,0.03333333,0.03571429,0.03,0.8660254,-0.5,-0.84696943,0.5316416
17,0.0,0.11,2022.0,11.0,2.0,0.18571429,0.03333333,0.03,0.79335334,-0.60876143,-0.84677871,0.53194531
18,0.0,0.115,2022.0,11.0,2.0,0.22,0.18571429,0.11,0.70710678,-0.70710678,-0.84658788,0.53224896
19,0.0,0.11,2022.0,11.0,2.0,0.14666667,0.22,0.115,0.60876143,-0.79335334,-0.84639695,0.53255254
20,0.0,0.11,2022.0,11.0,2.0,0.14142857,0.14666667,0.11,0.5,-0.8660254,-0.84620591,0.53285604
21,0.0,0.11,2022.0,11.0,2.0,0.10428571,0.14142857,0.11,0.38268343,-0.92387953,-0.84601475,0.53315948
22,0.0,0.1,2022.0,11.0,2.0,0.08857143,0.10428571,0.11,0.25881905,-0.96592583,-0.84582349,0.53346286
23,0.0,9.065,2022.0,11.0,2.0,6.42,0.08857143,0.1,0.13052619,-0.99144486,-0.84563212,0.53376616
24,0.0,9.24,2022.0,11.0,2.0,9.22,6.42,9.065,0.0,-1.0,-0.84544064,0.53406939
25,0.0,9.24,2022.0,11.0,2.0,8.18142857,9.22,9.24,-0.13052619,-0.99144486,-0.84524906,0.53437256
26,0.0,9.25,2022.0,11.0,2.0,8.48571429,8.18142857,9.24,-0.25881905,-0.96592583,-0.84505736,0.53467565
27,0.0,9.25,2022.0,11.0,2.0,8.24714286,8.48571429,9.25,-0.38268343,-0.92387953,-0.84486556,0.53497868
28,0.0,9.31,2022.0,11.0,2.0,9.3,8.24714286,9.25,-0.5,-0.8660254,-0.84467364,0.53528164
29,0.0,9.45,2022.0,11.0,2.0,8.83857143,9.3,9.31,-0.60876143,-0.79335334,-0.84448162,0.53558453
30,0.0,9.5,2022.0,11.0,2.0,9.908,8.83857143,9.45,-0.70710678,-0.70710678,-0.84428949,0.53588735
31,0.0,39.22,2022.0,11.0,2.0,29.49,9.908,9.5,-0.79335334,-0.60876143,-0.84409725,0.53619011
32,0.0,71.595,2022.0,11.0,2.0,65.39166667,29.49,39.22,-0.8660254,-0.5,-0.8439049,0.53649279
33,0.0,40.78,2022.0,11.0,2.0,39.94571429,65.39166667,71.595,-0.92387953,-0.38268343,-0.84371245,0.5367954
34,0.0,39.9,2022.0,11.0,2.0,36.16428571,39.94571429,40.78,-0.96592583,-0.25881905,-0.84351988,0.53709795
35,0.0,10.09,2022.0,11.0,2.0,10.31833333,36.16428571,39.9,-0.99144486,-0.13052619,-0.84332721,0.53740043
36,0.0,9.98,2022.0,11.0,2.0,15.185,10.31833333,10.09,-1.0,-0.0,-0.84313443,0.53770283
37,0.0,9.95,2022.0,11.0,2.0,9.89714286,15.185,9.98,-0.99144486,0.13052619,-0.84294154,0.53800517
38,0.0,9.68,2022.0,11.0,2.0,9.73857143,9.89714286,9.95,-0.96592583,0.25881905,-0.84274854,0.53830744
39,0.0,9.525,2022.0,11.0,2.0,8.095,9.73857143,9.68,-0.92387953,0.38268343,-0.84255543,0.53860964
40,0.0,9.37,2022.0,11.0,2.0,8.11571429,8.095,9.525,-0.8660254,0.5,-0.84236222,0.53891177
41,0.0,9.56,2022.0,11.0,2.0,9.47285714,8.11571429,9.37,-0.79335334,0.60876143,-0.84216889,0.53921383
42,0.0,9.81,2022.0,11.0,2.0,17.75428571,9.47285714,9.56,-0.70710678,0.70710678,-0.84197546,0.53951582
43,0.0,9.65,2022.0,11.0,2.0,9.58428571,17.75428571,9.81,-0.60876143,0.79335334,-0.84178192,0.53981775
44,0.0,4.78,2022.0,11.0,2.0,4.905,9.58428571,9.65,-0.5,0.8660254,-0.84158827,0.5401196
45,0.0,9.67,2022.0,11.0,2.0,8.125,4.905,4.78,-0.38268343,0.92387953,-0.84139451,0.54042138
46,0.0,9.56,2022.0,11.0,2.0,9.56333333,8.125,9.67,-0.25881905,0.96592583,-0.84120065,0.5407231
47,0.0,9.62,2022.0,11.0,2.0,9.44166667,9.56333333,9.56,-0.13052619,0.99144486,-0.84100668,0.54102474
48,0.0,0.235,2022.0,11.0,2.0,0.235,9.44166667,9.62,-0.0,1.0,-0.8408126,0.54132632
1,0.0,5.225,2022.0,11.0,3.0,5.11,0.235,0.235,0.13052619,0.99144486,-0.84061841,0.54162782
2,0.0,0.02,2022.0,11.0,3.0,0.02,5.11,5.225,0.25881905,0.96592583,-0.84042411,0.54192926
3,0.0,0.02,2022.0,11.0,3.0,0.02,0.02,0.02,0.38268343,0.92387953,-0.8402297,0.54223062
4,0.0,0.02,2022.0,11.0,3.0,0.01857143,0.02,0.02,0.5,0.8660254,-0.84003519,0.54253192
5,0.0,0.02,2022.0,11.0,3.0,0.01666667,0.01857143,0.02,0.60876143,0.79335334,-0.83984057,0.54283314
6,0.0,0.01,2022.0,11.0,3.0,0.01142857,0.01666667,0.02,0.70710678,0.70710678,-0.83964584,0.5431343
7,0.0,0.01,2022.0,11.0,3.0,0.01,0.01142857,0.01,0.79335334,0.60876143,-0.839451,0.54343539
8,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.8660254,0.5,-0.83925605,0.5437364
9,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.839061,0.54403735
10,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.83886584,0.54433823
11,0.0,0.01,2022.0,11.0,3.0,0.01166667,0.01,0.01,0.99144486,0.13052619,-0.83867057,0.54463904
12,0.0,0.02,2022.0,11.0,3.0,0.01666667,0.01166667,0.01,1.0,0.0,-0.83847519,0.54493977
13,0.0,0.225,2022.0,11.0,3.0,1.67,0.01666667,0.02,0.99144486,-0.13052619,-0.83827971,0.54524044
14,0.0,4.345,2022.0,11.0,3.0,4.48833333,1.67,0.225,0.96592583,-0.25881905,-0.83808411,0.54554104
15,0.0,9.2,2022.0,11.0,3.0,8.15857143,4.48833333,4.345,0.92387953,-0.38268343,-0.83788841,0.54584156
16,0.0,9.36,2022.0,11.0,3.0,14.10714286,8.15857143,9.2,0.8660254,-0.5,-0.8376926,0.54614202
17,0.0,78.22,2022.0,11.0,3.0,66.69,14.10714286,9.36,0.79335334,-0.60876143,-0.83749669,0.5464424
18,0.0,9.44,2022.0,11.0,3.0,32.25333333,66.69,78.22,0.70710678,-0.70710678,-0.83730066,0.54674272
19,0.0,11.37,2022.0,11.0,3.0,36.58857143,32.25333333,9.44,0.60876143,-0.79335334,-0.83710453,0.54704296
20,0.0,9.085,2022.0,11.0,3.0,9.085,36.58857143,11.37,0.5,-0.8660254,-0.83690829,0.54734314
21,0.0,9.17,2022.0,11.0,3.0,9.15666667,9.085,9.085,0.38268343,-0.92387953,-0.83671194,0.54764324
22,0.0,9.25,2022.0,11.0,3.0,9.48166667,9.15666667,9.17,0.25881905,-0.96592583,-0.83651549,0.54794328
23,0.0,22.625,2022.0,11.0,3.0,23.105,9.48166667,9.25,0.13052619,-0.99144486,-0.83631893,0.54824324
24,0.0,35.415,2022.0,11.0,3.0,35.415,23.105,22.625,0.0,-1.0,-0.83612226,0.54854314
25,0.0,8.43,2022.0,11.0,3.0,12.935,35.415,35.415,-0.13052619,-0.99144486,-0.83592548,0.54884296
26,0.0,34.75,2022.0,11.0,3.0,26.22666667,12.935,8.43,-0.25881905,-0.96592583,-0.83572859,0.54914271
27,0.0,8.86,2022.0,11.0,3.0,8.85428571,26.22666667,34.75,-0.38268343,-0.92387953,-0.8355316,0.54944239
28,0.0,8.83,2022.0,11.0,3.0,8.85333333,8.85428571,8.86,-0.5,-0.8660254,-0.8353345,0.549742
29,0.0,8.84,2022.0,11.0,3.0,8.83666667,8.85333333,8.83,-0.60876143,-0.79335334,-0.83513729,0.55004154
30,0.0,8.765,2022.0,11.0,3.0,8.735,8.83666667,8.84,-0.70710678,-0.70710678,-0.83493998,0.55034101
31,0.0,8.785,2022.0,11.0,3.0,8.77666667,8.735,8.765,-0.79335334,-0.60876143,-0.83474256,0.55064041
32,0.0,8.86,2022.0,11.0,3.0,8.88666667,8.77666667,8.785,-0.8660254,-0.5,-0.83454503,0.55093974
33,0.0,8.89,2022.0,11.0,3.0,8.89,8.88666667,8.86,-0.92387953,-0.38268343,-0.83434739,0.551239
34,0.0,22.41,2022.0,11.0,3.0,22.82,8.89,8.89,-0.96592583,-0.25881905,-0.83414965,0.55153818
35,0.0,9.155,2022.0,11.0,3.0,9.155,22.82,22.41,-0.99144486,-0.13052619,-0.8339518,0.5518373
36,0.0,9.18,2022.0,11.0,3.0,9.195,9.155,9.155,-1.0,-0.0,-0.83375384,0.55213634
37,0.0,9.17,2022.0,11.0,3.0,9.08857143,9.195,9.18,-0.99144486,0.13052619,-0.83355577,0.55243531
38,0.0,9.02,2022.0,11.0,3.0,7.71428571,9.08857143,9.17,-0.96592583,0.25881905,-0.8333576,0.55273422
39,0.0,4.91,2022.0,11.0,3.0,4.29285714,7.71428571,9.02,-0.92387953,0.38268343,-0.83315932,0.55303305
40,0.0,0.44,2022.0,11.0,3.0,2.655,4.29285714,4.91,-0.8660254,0.5,-0.83296093,0.55333181
41,0.0,5.58,2022.0,11.0,3.0,6.22,2.655,0.44,-0.79335334,0.60876143,-0.83276244,0.55363049
42,0.0,9.41,2022.0,11.0,3.0,8.93285714,6.22,5.58,-0.70710678,0.70710678,-0.83256383,0.55392911
43,0.0,9.24,2022.0,11.0,3.0,8.69142857,8.93285714,9.41,-0.60876143,0.79335334,-0.83236513,0.55422766
44,0.0,9.48,2022.0,11.0,3.0,8.34142857,8.69142857,9.24,-0.5,0.8660254,-0.83216631,0.55452613
45,0.0,0.46,2022.0,11.0,3.0,2.83857143,8.34142857,9.48,-0.38268343,0.92387953,-0.83196739,0.55482454
46,0.0,0.47,2022.0,11.0,3.0,2.97571429,2.83857143,0.46,-0.25881905,0.96592583,-0.83176836,0.55512287
47,0.0,9.39,2022.0,11.0,3.0,10.35285714,2.97571429,0.47,-0.13052619,0.99144486,-0.83156922,0.55542113
48,0.0,0.46,2022.0,11.0,3.0,2.55666667,10.35285714,9.39,-0.0,1.0,-0.83136998,0.55571932
1,0.0,0.02,2022.0,11.0,4.0,0.76,2.55666667,0.46,0.13052619,0.99144486,-0.83117063,0.55601744
2,0.0,0.02,2022.0,11.0,4.0,0.01833333,0.76,0.02,0.25881905,0.96592583,-0.83097117,0.55631548
3,0.0,0.01,2022.0,11.0,4.0,0.01,0.01833333,0.02,0.38268343,0.92387953,-0.8307716,0.55661346
4,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.5,0.8660254,-0.83057193,0.55691136
5,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.60876143,0.79335334,-0.83037215,0.55720919
6,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.70710678,0.70710678,-0.83017227,0.55750695
7,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.79335334,0.60876143,-0.82997228,0.55780464
8,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.8660254,0.5,-0.82977218,0.55810226
9,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.82957197,0.5583998
10,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.82937166,0.55869728
11,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.99144486,0.13052619,-0.82917124,0.55899468
12,0.0,0.02,2022.0,11.0,4.0,0.09333333,0.01,0.01,1.0,0.0,-0.82897072,0.55929201
13,0.0,9.47,2022.0,11.0,4.0,5.67857143,0.09333333,0.02,0.99144486,-0.13052619,-0.82877009,0.55958926
14,0.0,4.88,2022.0,11.0,4.0,5.55428571,5.67857143,9.47,0.96592583,-0.25881905,-0.82856935,0.55988645
15,0.0,9.465,2022.0,11.0,4.0,12.45666667,5.55428571,4.88,0.92387953,-0.38268343,-0.8283685,0.56018356
16,0.0,9.35,2022.0,11.0,4.0,9.48,12.45666667,9.465,0.8660254,-0.5,-0.82816755,0.5604806
17,0.0,9.155,2022.0,11.0,4.0,9.1475,9.48,9.35,0.79335334,-0.60876143,-0.82796649,0.56077757
18,0.0,9.07,2022.0,11.0,4.0,9.07,9.1475,9.155,0.70710678,-0.70710678,-0.82776533,0.56107447
19,0.0,8.9,2022.0,11.0,4.0,8.91,9.07,9.07,0.60876143,-0.79335334,-0.82756406,0.56137129
20,0.0,8.805,2022.0,11.0,4.0,8.4875,8.91,8.9,0.5,-0.8660254,-0.82736268,0.56166805
21,0.0,8.7,2022.0,11.0,4.0,7.14857143,8.4875,8.805,0.38268343,-0.92387953,-0.8271612,0.56196473
22,0.0,8.98,2022.0,11.0,4.0,8.91857143,7.14857143,8.7,0.25881905,-0.96592583,-0.82695961,0.56226133
23,0.0,8.915,2022.0,11.0,4.0,8.88,8.91857143,8.98,0.13052619,-0.99144486,-0.82675791,0.56255787
24,0.0,8.95,2022.0,11.0,4.0,8.68833333,8.88,8.915,0.0,-1.0,-0.82655611,0.56285433
25,0.0,9.07,2022.0,11.0,4.0,8.15857143,8.68833333,8.95,-0.13052619,-0.99144486,-0.8263542,0.56315072
26,0.0,6.18,2022.0,11.0,4.0,5.745,8.15857143,9.07,-0.25881905,-0.96592583,-0.82615218,0.56344704
27,0.0,8.955,2022.0,11.0,4.0,8.9425,5.745,6.18,-0.38268343,-0.92387953,-0.82595006,0.56374329
28,0.0,8.175,2022.0,11.0,4.0,8.175,8.9425,8.955,-0.5,-0.8660254,-0.82574783,0.56403946
29,0.0,17.22,2022.0,11.0,4.0,16.15333333,8.175,8.175,-0.60876143,-0.79335334,-0.8255455,0.56433556
30,0.0,13.21,2022.0,11.0,4.0,13.21,16.15333333,17.22,-0.70710678,-0.70710678,-0.82534306,0.56463159
31,0.0,8.84,2022.0,11.0,4.0,8.84333333,13.21,13.21,-0.79335334,-0.60876143,-0.82514051,0.56492755
32,0.0,8.87,2022.0,11.0,4.0,8.854,8.84333333,8.84,-0.8660254,-0.5,-0.82493786,0.56522343
33,0.0,13.29,2022.0,11.0,4.0,14.11857143,8.854,8.87,-0.92387953,-0.38268343,-0.8247351,0.56551924
34,0.0,17.99,2022.0,11.0,4.0,17.95,14.11857143,13.29,-0.96592583,-0.25881905,-0.82453224,0.56581498
35,0.0,18.08,2022.0,11.0,4.0,18.155,17.95,17.99,-0.99144486,-0.13052619,-0.82432927,0.56611064
36,0.0,9.17,2022.0,11.0,4.0,8.87571429,18.155,18.08,-1.0,-0.0,-0.82412619,0.56640624
37,0.0,3.12,2022.0,11.0,4.0,2.26,8.87571429,9.17,-0.99144486,0.13052619,-0.82392301,0.56670176
38,0.0,0.1,2022.0,11.0,4.0,0.1,2.26,3.12,-0.96592583,0.25881905,-0.82371972,0.5669972
39,0.0,3.79,2022.0,11.0,4.0,2.25428571,0.1,0.1,-0.92387953,0.38268343,-0.82351632,0.56729258
40,0.0,0.12,2022.0,11.0,4.0,1.15571429,2.25428571,3.79,-0.8660254,0.5,-0.82331282,0.56758788
41,0.0,0.09,2022.0,11.0,4.0,1.66142857,1.15571429,0.12,-0.79335334,0.60876143,-0.82310921,0.5678831
42,0.0,9.07,2022.0,11.0,4.0,8.31714286,1.66142857,0.09,-0.70710678,0.70710678,-0.8229055,0.56817826
43,0.0,7.43,2022.0,11.0,4.0,6.59857143,8.31714286,9.07,-0.60876143,0.79335334,-0.82270168,0.56847334
44,0.0,3.84,2022.0,11.0,4.0,4.36571429,6.59857143,7.43,-0.5,0.8660254,-0.82249776,0.56876835
45,0.0,4.425,2022.0,11.0,4.0,5.13333333,4.36571429,3.84,-0.38268343,0.92387953,-0.82229373,0.56906328
46,0.0,4.18,2022.0,11.0,4.0,5.28,5.13333333,4.425,-0.25881905,0.96592583,-0.82208959,0.56935815
47,0.0,4.15,2022.0,11.0,4.0,5.11166667,5.28,4.18,-0.13052619,0.99144486,-0.82188535,0.56965293
48,0.0,0.02,2022.0,11.0,4.0,1.15428571,5.11166667,4.15,-0.0,1.0,-0.82168101,0.56994765
1,0.0,2.07,2022.0,11.0,5.0,2.07166667,1.15428571,0.02,0.13052619,0.99144486,-0.82147655,0.57024229
2,0.0,0.01,2022.0,11.0,5.0,0.01,2.07166667,2.07,0.25881905,0.96592583,-0.82127199,0.57053686
3,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.38268343,0.92387953,-0.82106733,0.57083136
4,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.5,0.8660254,-0.82086256,0.57112578
5,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.60876143,0.79335334,-0.82065769,0.57142013
6,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.70710678,0.70710678,-0.82045271,0.5717144
7,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.79335334,0.60876143,-0.82024762,0.5720086
8,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.8660254,0.5,-0.82004243,0.57230273
9,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.81983713,0.57259679
10,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.81963173,0.57289077
11,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.99144486,0.13052619,-0.81942622,0.57318467
12,0.0,0.015,2022.0,11.0,5.0,0.015,0.01,0.01,1.0,0.0,-0.81922061,0.57347851
13,0.0,0.02,2022.0,11.0,5.0,0.018,0.015,0.015,0.99144486,-0.13052619,-0.81901489,0.57377227
14,0.0,0.015,2022.0,11.0,5.0,0.01666667,0.018,0.02,0.96592583,-0.25881905,-0.81880906,0.57406595
15,0.0,0.025,2022.0,11.0,5.0,0.025,0.01666667,0.015,0.92387953,-0.38268343,-0.81860313,0.57435957
16,0.0,0.03,2022.0,11.0,5.0,0.83166667,0.025,0.025,0.8660254,-0.5,-0.8183971,0.5746531
17,0.0,4.885,2022.0,11.0,5.0,4.725,0.83166667,0.03,0.79335334,-0.60876143,-0.81819096,0.57494657
18,0.0,0.03,2022.0,11.0,5.0,1.54333333,4.725,4.885,0.70710678,-0.70710678,-0.81798471,0.57523996
19,0.0,0.03,2022.0,11.0,5.0,1.63833333,1.54333333,0.03,0.60876143,-0.79335334,-0.81777836,0.57553327
20,0.0,0.03,2022.0,11.0,5.0,0.04,1.63833333,0.03,0.5,-0.8660254,-0.81757191,0.57582652
21,0.0,4.865,2022.0,11.0,5.0,3.73,0.04,0.03,0.38268343,-0.92387953,-0.81736535,0.57611969
22,0.0,0.03,2022.0,11.0,5.0,0.85333333,3.73,4.865,0.25881905,-0.96592583,-0.81715868,0.57641278
23,0.0,9.635,2022.0,11.0,5.0,9.61666667,0.85333333,0.03,0.13052619,-0.99144486,-0.81695191,0.5767058
24,0.0,9.685,2022.0,11.0,5.0,9.685,9.61666667,9.635,0.0,-1.0,-0.81674503,0.57699874
25,0.0,9.545,2022.0,11.0,5.0,8.5,9.685,9.685,-0.13052619,-0.99144486,-0.81653805,0.57729162
26,0.0,4.97,2022.0,11.0,5.0,3.062,8.5,9.545,-0.25881905,-0.96592583,-0.81633097,0.57758441
27,0.0,0.06,2022.0,11.0,5.0,2.16857143,3.062,4.97,-0.38268343,-0.92387953,-0.81612377,0.57787714
28,0.0,0.03,2022.0,11.0,5.0,0.04333333,2.16857143,0.06,-0.5,-0.8660254,-0.81591648,0.57816979
