TradingPeriod,IsProxyPriceFlag,Med$PerMWHr,Year,Month,Day,Avg$PerMWHr,PrevAvg$PerMWHr,PrevMed$PerMWHr,SinPeriod,CosPeriod,SinDate,CosDate
14,0.0,0.03,2022.0,11.0,2.0,0.02714286,0.02,0.02,0.96592583,-0.25881905,-0.84735053,0.53103397
15,0.0,0.03,2022.0,11.0,2.0,0.03,0.02714286,0.03,0.92387953,-0.38268343,-0.84716003,0.53133782
16,0.0,0.03,2022.0,11.0,2.0,0.03,0.03,0.03,0.8660254,-0.5,-0.84696943,0.5316416
17,0.0,0.03,2022.0,11.0,2.0,0.03,0.03,0.03,0.79335334,-0.60876143,-0.84677871,0.53194531
18,0.0,0.03,2022.0,11.0,2.0,0.03,0.03,0.03,0.70710678,-0.70710678,-0.84658788,0.53224896
19,0.0,0.03,2022.0,11.0,2.0,0.03,0.03,0.03,0.60876143,-0.79335334,-0.84639695,0.53255254
20,0.0,0.03,2022.0,11.0,2.0,0.03,0.03,0.03,0.5,-0.8660254,-0.84620591,0.53285604
21,0.0,0.03,2022.0,11.0,2.0,0.03,0.03,0.03,0.38268343,-0.92387953,-0.84601475,0.53315948
22,0.0,0.03,2022.0,11.0,2.0,0.03,0.03,0.03,0.25881905,-0.96592583,-0.84582349,0.53346286
23,0.0,9.125,2022.0,11.0,2.0,22.20833333,0.03,0.03,0.13052619,-0.99144486,-0.84563212,0.53376616
24,0.0,9.23,2022.0,11.0,2.0,9.23142857,22.20833333,9.125,0.0,-1.0,-0.84544064,0.53406939
25,0.0,9.22,2022.0,11.0,2.0,8.17,9.23142857,9.23,-0.13052619,-0.99144486,-0.84524906,0.53437256
26,0.0,9.42,2022.0,11.0,2.0,8.60142857,8.17,9.22,-0.25881905,-0.96592583,-0.84505736,0.53467565
27,0.0,9.52,2022.0,11.0,2.0,8.43857143,8.60142857,9.42,-0.38268343,-0.92387953,-0.84486556,0.53497868
28,0.0,9.49,2022.0,11.0,2.0,9.542,8.43857143,9.52,-0.5,-0.8660254,-0.84467364,0.53528164
29,0.0,9.9,2022.0,11.0,2.0,9.21,9.542,9.49,-0.60876143,-0.79335334,-0.84448162,0.53558453
30,0.0,9.92,2022.0,11.0,2.0,10.352,9.21,9.9,-0.70710678,-0.70710678,-0.84428949,0.53588735
31,0.0,40.44,2022.0,11.0,2.0,30.53857143,10.352,9.92,-0.79335334,-0.60876143,-0.84409725,0.53619011
32,0.0,74.54,2022.0,11.0,2.0,68.055,30.53857143,40.44,-0.8660254,-0.5,-0.8439049,0.53649279
33,0.0,42.53,2022.0,11.0,2.0,41.42571429,68.055,74.54,-0.92387953,-0.38268343,-0.84371245,0.5367954
34,0.0,41.15,2022.0,11.0,2.0,37.31,41.42571429,42.53,-0.96592583,-0.25881905,-0.84351988,0.53709795
35,0.0,10.415,2022.0,11.0,2.0,10.64833333,37.31,41.15,-0.99144486,-0.13052619,-0.84332721,0.53740043
36,0.0,10.22,2022.0,11.0,2.0,15.52,10.64833333,10.415,-1.0,-0.0,-0.84313443,0.53770283
37,0.0,10.19,2022.0,11.0,2.0,10.08142857,15.52,10.22,-0.99144486,0.13052619,-0.84294154,0.53800517
38,0.0,9.73,2022.0,11.0,2.0,9.83571429,10.08142857,10.19,-0.96592583,0.25881905,-0.84274854,0.53830744
39,0.0,9.675,2022.0,11.0,2.0,8.195,9.83571429,9.73,-0.92387953,0.38268343,-0.84255543,0.53860964
40,0.0,9.34,2022.0,11.0,2.0,8.10142857,8.195,9.675,-0.8660254,0.5,-0.84236222,0.53891177
41,0.0,9.31,2022.0,11.0,2.0,9.33142857,8.10142857,9.34,-0.79335334,0.60876143,-0.84216889,0.53921383
42,0.0,9.63,2022.0,11.0,2.0,17.42714286,9.33142857,9.31,-0.70710678,0.70710678,-0.84197546,0.53951582
43,0.0,9.46,2022.0,11.0,2.0,9.44714286,17.42714286,9.63,-0.60876143,0.79335334,-0.84178192,0.53981775
44,0.0,4.785,2022.0,11.0,2.0,4.91,9.44714286,9.46,-0.5,0.8660254,-0.84158827,0.5401196
45,0.0,9.67,2022.0,11.0,2.0,8.12333333,4.91,4.785,-0.38268343,0.92387953,-0.84139451,0.54042138
46,0.0,9.595,2022.0,11.0,2.0,9.62833333,8.12333333,9.67,-0.25881905,0.96592583,-0.84120065,0.5407231
47,0.0,10.135,2022.0,11.0,2.0,9.94833333,9.62833333,9.595,-0.13052619,0.99144486,-0.84100668,0.54102474
48,0.0,0.245,2022.0,11.0,2.0,0.24833333,9.94833333,10.135,-0.0,1.0,-0.8408126,0.54132632
1,0.0,5.575,2022.0,11.0,3.0,5.55166667,0.24833333,0.245,0.13052619,0.99144486,-0.84061841,0.54162782
2,0.0,0.02,2022.0,11.0,3.0,0.02,5.55166667,5.575,0.25881905,0.96592583,-0.84042411,0.54192926
3,0.0,0.02,2022.0,11.0,3.0,0.02,0.02,0.02,0.38268343,0.92387953,-0.8402297,0.54223062
4,0.0,0.02,2022.0,11.0,3.0,0.01857143,0.02,0.02,0.5,0.8660254,-0.84003519,0.54253192
5,0.0,0.02,2022.0,11.0,3.0,0.01666667,0.01857143,0.02,0.60876143,0.79335334,-0.83984057,0.54283314
6,0.0,0.01,2022.0,11.0,3.0,0.01142857,0.01666667,0.02,0.70710678,0.70710678,-0.83964584,0.5431343
7,0.0,0.01,2022.0,11.0,3.0,0.01,0.01142857,0.01,0.79335334,0.60876143,-0.839451,0.54343539
8,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.8660254,0.5,-0.83925605,0.5437364
9,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.839061,0.54403735
10,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.83886584,0.54433823
11,0.0,0.01,2022.0,11.0,3.0,0.01166667,0.01,0.01,0.99144486,0.13052619,-0.83867057,0.54463904
12,0.0,0.02,2022.0,11.0,3.0,0.01666667,0.01166667,0.01,1.0,0.0,-0.83847519,0.54493977
13,0.0,0.225,2022.0,11.0,3.0,1.68833333,0.01666667,0.02,0.99144486,-0.13052619,-0.83827971,0.54524044
14,0.0,4.47,2022.0,11.0,3.0,4.615,1.68833333,0.225,0.96592583,-0.25881905,-0.83808411,0.54554104
15,0.0,9.68,2022.0,11.0,3.0,8.57428571,4.615,4.47,0.92387953,-0.38268343,-0.83788841,0.54584156
16,0.0,9.57,2022.0,11.0,3.0,14.31285714,8.57428571,9.68,0.8660254,-0.5,-0.8376926,0.54614202
17,0.0,79.39,2022.0,11.0,3.0,67.62714286,14.31285714,9.57,0.79335334,-0.60876143,-0.83749669,0.5464424
18,0.0,9.595,2022.0,11.0,3.0,32.76166667,67.62714286,79.39,0.70710678,-0.70710678,-0.83730066,0.54674272
19,0.0,11.46,2022.0,11.0,3.0,36.81857143,32.76166667,9.595,0.60876143,-0.79335334,-0.83710453,0.54704296
20,0.0,9.105,2022.0,11.0,3.0,9.105,36.81857143,11.46,0.5,-0.8660254,-0.83690829,0.54734314
21,0.0,9.165,2022.0,11.0,3.0,9.15166667,9.105,9.105,0.38268343,-0.92387953,-0.83671194,0.54764324
22,0.0,9.215,2022.0,11.0,3.0,9.395,9.15166667,9.165,0.25881905,-0.96592583,-0.83651549,0.54794328
23,0.0,22.12,2022.0,11.0,3.0,22.63833333,9.395,9.215,0.13052619,-0.99144486,-0.83631893,0.54824324
24,0.0,34.75,2022.0,11.0,3.0,34.75,22.63833333,22.12,0.0,-1.0,-0.83612226,0.54854314
25,0.0,5.135,2022.0,11.0,3.0,9.29666667,34.75,34.75,-0.13052619,-0.99144486,-0.83592548,0.54884296
26,0.0,34.15,2022.0,11.0,3.0,45.24666667,9.29666667,5.135,-0.25881905,-0.96592583,-0.83572859,0.54914271
27,0.0,8.84,2022.0,11.0,3.0,8.77,45.24666667,34.15,-0.38268343,-0.92387953,-0.8355316,0.54944239
28,0.0,8.695,2022.0,11.0,3.0,8.79666667,8.77,8.84,-0.5,-0.8660254,-0.8353345,0.549742
29,0.0,8.74,2022.0,11.0,3.0,8.73833333,8.79666667,8.695,-0.60876143,-0.79335334,-0.83513729,0.55004154
30,0.0,8.64,2022.0,11.0,3.0,8.60666667,8.73833333,8.74,-0.70710678,-0.70710678,-0.83493998,0.55034101
31,0.0,8.655,2022.0,11.0,3.0,8.64666667,8.60666667,8.64,-0.79335334,-0.60876143,-0.83474256,0.55064041
32,0.0,8.82,2022.0,11.0,3.0,8.87,8.64666667,8.655,-0.8660254,-0.5,-0.83454503,0.55093974
33,0.0,8.94,2022.0,11.0,3.0,8.94,8.87,8.82,-0.92387953,-0.38268343,-0.83434739,0.551239
34,0.0,22.41,2022.0,11.0,3.0,22.78666667,8.94,8.94,-0.96592583,-0.25881905,-0.83414965,0.55153818
35,0.0,9.16,2022.0,11.0,3.0,9.16,22.78666667,22.41,-0.99144486,-0.13052619,-0.8339518,0.5518373
36,0.0,9.13,2022.0,11.0,3.0,9.17,9.16,9.16,-1.0,-0.0,-0.83375384,0.55213634
37,0.0,9.13,2022.0,11.0,3.0,9.05285714,9.17,9.13,-0.99144486,0.13052619,-0.83355577,0.55243531
38,0.0,9.02,2022.0,11.0,3.0,7.67,9.05285714,9.13,-0.96592583,0.25881905,-0.8333576,0.55273422
39,0.0,4.83,2022.0,11.0,3.0,4.17428571,7.67,9.02,-0.92387953,0.38268343,-0.83315932,0.55303305
40,0.0,0.43,2022.0,11.0,3.0,2.57625,4.17428571,4.83,-0.8660254,0.5,-0.83296093,0.55333181
41,0.0,5.34,2022.0,11.0,3.0,5.98857143,2.57625,0.43,-0.79335334,0.60876143,-0.83276244,0.55363049
42,0.0,9.29,2022.0,11.0,3.0,8.80857143,5.98857143,5.34,-0.70710678,0.70710678,-0.83256383,0.55392911
43,0.0,9.02,2022.0,11.0,3.0,8.46142857,8.80857143,9.29,-0.60876143,0.79335334,-0.83236513,0.55422766
44,0.0,9.2,2022.0,11.0,3.0,8.21285714,8.46142857,9.02,-0.5,0.8660254,-0.83216631,0.55452613
45,0.0,0.45,2022.0,11.0,3.0,2.82428571,8.21285714,9.2,-0.38268343,0.92387953,-0.83196739,0.55482454
46,0.0,0.47,2022.0,11.0,3.0,2.98,2.82428571,0.45,-0.25881905,0.96592583,-0.83176836,0.55512287
47,0.0,9.47,2022.0,11.0,3.0,10.43571429,2.98,0.47,-0.13052619,0.99144486,-0.83156922,0.55542113
48,0.0,0.465,2022.0,11.0,3.0,2.58,10.43571429,9.47,-0.0,1.0,-0.83136998,0.55571932
1,0.0,0.02,2022.0,11.0,4.0,0.79428571,2.58,0.465,0.13052619,0.99144486,-0.83117063,0.55601744
2,0.0,0.02,2022.0,11.0,4.0,0.01833333,0.79428571,0.02,0.25881905,0.96592583,-0.83097117,0.55631548
3,0.0,0.01,2022.0,11.0,4.0,0.01,0.01833333,0.02,0.38268343,0.92387953,-0.8307716,0.55661346
4,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.5,0.8660254,-0.83057193,0.55691136
5,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.60876143,0.79335334,-0.83037215,0.55720919
6,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.70710678,0.70710678,-0.83017227,0.55750695
7,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.79335334,0.60876143,-0.82997228,0.55780464
8,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.8660254,0.5,-0.82977218,0.55810226
9,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.82957197,0.5583998
10,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.82937166,0.55869728
11,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.99144486,0.13052619,-0.82917124,0.55899468
12,0.0,0.01,2022.0,11.0,4.0,0.08333333,0.01,0.01,1.0,0.0,-0.82897072,0.55929201
13,0.0,9.28,2022.0,11.0,4.0,5.55857143,0.08333333,0.01,0.99144486,-0.13052619,-0.82877009,0.55958926
14,0.0,4.83,2022.0,11.0,4.0,5.55857143,5.55857143,9.28,0.96592583,-0.25881905,-0.82856935,0.55988645
15,0.0,9.5,2022.0,11.0,4.0,12.48166667,5.55857143,4.83,0.92387953,-0.38268343,-0.8283685,0.56018356
16,0.0,9.37,2022.0,11.0,4.0,9.495,12.48166667,9.5,0.8660254,-0.5,-0.82816755,0.5604806
17,0.0,9.02,2022.0,11.0,4.0,9.01,9.495,9.37,0.79335334,-0.60876143,-0.82796649,0.56077757
18,0.0,8.68,2022.0,11.0,4.0,8.68,9.01,9.02,0.70710678,-0.70710678,-0.82776533,0.56107447
19,0.0,8.4,2022.0,11.0,4.0,8.37666667,8.68,8.68,0.60876143,-0.79335334,-0.82756406,0.56137129
20,0.0,8.355,2022.0,11.0,4.0,8.0425,8.37666667,8.4,0.5,-0.8660254,-0.82736268,0.56166805
21,0.0,8.3,2022.0,11.0,4.0,6.78714286,8.0425,8.355,0.38268343,-0.92387953,-0.8271612,0.56196473
22,0.0,8.78,2022.0,11.0,4.0,8.71285714,6.78714286,8.3,0.25881905,-0.96592583,-0.82695961,0.56226133
23,0.0,8.72,2022.0,11.0,4.0,8.68333333,8.71285714,8.78,0.13052619,-0.99144486,-0.82675791,0.56255787
24,0.0,8.745,2022.0,11.0,4.0,8.48833333,8.68333333,8.72,0.0,-1.0,-0.82655611,0.56285433
25,0.0,8.82,2022.0,11.0,4.0,7.93,8.48833333,8.745,-0.13052619,-0.99144486,-0.8263542,0.56315072
26,0.0,6.015,2022.0,11.0,4.0,5.58166667,7.93,8.82,-0.25881905,-0.96592583,-0.82615218,0.56344704
27,0.0,8.75,2022.0,11.0,4.0,8.7275,5.58166667,6.015,-0.38268343,-0.92387953,-0.82595006,0.56374329
28,0.0,7.97,2022.0,11.0,4.0,7.97,8.7275,8.75,-0.5,-0.8660254,-0.82574783,0.56403946
29,0.0,16.81,2022.0,11.0,4.0,15.76,7.97,7.97,-0.60876143,-0.79335334,-0.8255455,0.56433556
30,0.0,12.81,2022.0,11.0,4.0,12.81,15.76,16.81,-0.70710678,-0.70710678,-0.82534306,0.56463159
31,0.0,8.6,2022.0,11.0,4.0,8.61333333,12.81,12.81,-0.79335334,-0.60876143,-0.82514051,0.56492755
32,0.0,8.61,2022.0,11.0,4.0,8.642,8.61333333,8.6,-0.8660254,-0.5,-0.82493786,0.56522343
33,0.0,12.98,2022.0,11.0,4.0,13.81142857,8.642,8.61,-0.92387953,-0.38268343,-0.8247351,0.56551924
34,0.0,17.625,2022.0,11.0,4.0,17.59833333,13.81142857,12.98,-0.96592583,-0.25881905,-0.82453224,0.56581498
35,0.0,17.715,2022.0,11.0,4.0,17.8325,17.59833333,17.625,-0.99144486,-0.13052619,-0.82432927,0.56611064
36,0.0,9.24,2022.0,11.0,4.0,8.83,17.8325,17.715,-1.0,-0.0,-0.82412619,0.56640624
37,0.0,3.08,2022.0,11.0,4.0,2.20571429,8.83,9.24,-0.99144486,0.13052619,-0.82392301,0.56670176
38,0.0,0.02,2022.0,11.0,4.0,0.02,2.20571429,3.08,-0.96592583,0.25881905,-0.82371972,0.5669972
39,0.0,3.65,2022.0,11.0,4.0,2.23428571,0.02,0.02,-0.92387953,0.38268343,-0.82351632,0.56729258
40,0.0,0.02,2022.0,11.0,4.0,1.07142857,2.23428571,3.65,-0.8660254,0.5,-0.82331282,0.56758788
41,0.0,0.02,2022.0,11.0,4.0,1.59571429,1.07142857,0.02,-0.79335334,0.60876143,-0.82310921,0.5678831
42,0.0,9.0,2022.0,11.0,4.0,8.25285714,1.59571429,0.02,-0.70710678,0.70710678,-0.8229055,0.56817826
43,0.0,7.36,2022.0,11.0,4.0,6.56857143,8.25285714,9.0,-0.60876143,0.79335334,-0.82270168,0.56847334
44,0.0,3.91,2022.0,11.0,4.0,4.41428571,6.56857143,7.36,-0.5,0.8660254,-0.82249776,0.56876835
45,0.0,4.455,2022.0,11.0,4.0,5.19,4.41428571,3.91,-0.38268343,0.92387953,-0.82229373,0.56906328
46,0.0,4.24,2022.0,11.0,4.0,5.37428571,5.19,4.455,-0.25881905,0.96592583,-0.82208959,0.56935815
47,0.0,4.235,2022.0,11.0,4.0,5.25833333,5.37428571,4.24,-0.13052619,0.99144486,-0.82188535,0.56965293
48,0.0,0.02,2022.0,11.0,4.0,1.19714286,5.25833333,4.235,-0.0,1.0,-0.82168101,0.56994765
1,0.0,2.215,2022.0,11.0,5.0,2.21666667,1.19714286,0.02,0.13052619,0.99144486,-0.82147655,0.57024229
2,0.0,0.01,2022.0,11.0,5.0,0.01,2.21666667,2.215,0.25881905,0.96592583,-0.82127199,0.57053686
3,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.38268343,0.92387953,-0.82106733,0.57083136
4,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.5,0.8660254,-0.82086256,0.57112578
5,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.60876143,0.79335334,-0.82065769,0.57142013
6,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.70710678,0.70710678,-0.82045271,0.5717144
7,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.79335334,0.60876143,-0.82024762,0.5720086
8,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.8660254,0.5,-0.82004243,0.57230273
9,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.81983713,0.57259679
10,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.81963173,0.57289077
11,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.99144486,0.13052619,-0.81942622,0.57318467
12,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,1.0,0.0,-0.81922061,0.57347851
13,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.99144486,-0.13052619,-0.81901489,0.57377227
14,0.0,0.01,2022.0,11.0,5.0,0.01333333,0.01,0.01,0.96592583,-0.25881905,-0.81880906,0.57406595
15,0.0,0.02,2022.0,11.0,5.0,0.02166667,0.01333333,0.01,0.92387953,-0.38268343,-0.81860313,0.57435957
16,0.0,0.03,2022.0,11.0,5.0,0.82166667,0.02166667,0.02,0.8660254,-0.5,-0.8183971,0.5746531
17,0.0,4.845,2022.0,11.0,5.0,4.71,0.82166667,0.03,0.79335334,-0.60876143,-0.81819096,0.57494657
18,0.0,0.03,2022.0,11.0,5.0,1.54166667,4.71,4.845,0.70710678,-0.70710678,-0.81798471,0.57523996
19,0.0,0.03,2022.0,11.0,5.0,1.65333333,1.54166667,0.03,0.60876143,-0.79335334,-0.81777836,0.57553327
20,0.0,0.02,2022.0,11.0,5.0,0.02,1.65333333,0.03,0.5,-0.8660254,-0.81757191,0.57582652
21,0.0,4.835,2022.0,11.0,5.0,3.68333333,0.02,0.02,0.38268343,-0.92387953,-0.81736535,0.57611969
22,0.0,0.02,2022.0,11.0,5.0,0.84333333,3.68333333,4.835,0.25881905,-0.96592583,-0.81715868,0.57641278
23,0.0,9.42,2022.0,11.0,5.0,9.42666667,0.84333333,0.02,0.13052619,-0.99144486,-0.81695191,0.5767058
24,0.0,9.53,2022.0,11.0,5.0,9.52666667,9.42666667,9.42,0.0,-1.0,-0.81674503,0.57699874
25,0.0,9.44,2022.0,11.0,5.0,8.39666667,9.52666667,9.53,-0.13052619,-0.99144486,-0.81653805,0.57729162
26,0.0,4.8,2022.0,11.0,5.0,2.926,8.39666667,9.44,-0.25881905,-0.96592583,-0.81633097,0.57758441
27,0.0,0.02,2022.0,11.0,5.0,2.06142857,2.926,4.8,-0.38268343,-0.92387953,-0.81612377,0.57787714
28,0.0,0.02,2022.0,11.0,5.0,0.02,2.06142857,0.02,-0.5,-0.8660254,-0.81591648,0.57816979
