TradingPeriod,IsProxyPriceFlag,Med$PerMWHr,Year,Month,Day,Avg$PerMWHr,PrevAvg$PerMWHr,PrevMed$PerMWHr,SinPeriod,CosPeriod,SinDate,CosDate
14,0.0,0.03,2022.0,11.0,2.0,0.02857143,0.02142857,0.03,0.96592583,-0.25881905,-0.84735053,0.53103397
15,0.0,0.04,2022.0,11.0,2.0,0.04428571,0.02857143,0.03,0.92387953,-0.38268343,-0.84716003,0.53133782
16,0.0,0.04,2022.0,11.0,2.0,0.04333333,0.04428571,0.04,0.8660254,-0.5,-0.84696943,0.5316416
17,0.0,0.14,2022.0,11.0,2.0,0.23142857,0.04333333,0.04,0.79335334,-0.60876143,-0.84677871,0.53194531
18,0.0,0.14,2022.0,11.0,2.0,0.26666667,0.23142857,0.14,0.70710678,-0.70710678,-0.84658788,0.53224896
19,0.0,0.14,2022.0,11.0,2.0,0.18,0.26666667,0.14,0.60876143,-0.79335334,-0.84639695,0.53255254
20,0.0,0.14,2022.0,11.0,2.0,0.17714286,0.18,0.14,0.5,-0.8660254,-0.84620591,0.53285604
21,0.0,0.14,2022.0,11.0,2.0,0.13,0.17714286,0.14,0.38268343,-0.92387953,-0.84601475,0.53315948
22,0.0,0.12,2022.0,11.0,2.0,0.10714286,0.13,0.14,0.25881905,-0.96592583,-0.84582349,0.53346286
23,0.0,10.68,2022.0,11.0,2.0,7.56166667,0.10714286,0.12,0.13052619,-0.99144486,-0.84563212,0.53376616
24,0.0,10.88,2022.0,11.0,2.0,10.84428571,7.56166667,10.68,0.0,-1.0,-0.84544064,0.53406939
25,0.0,10.83,2022.0,11.0,2.0,9.57142857,10.84428571,10.88,-0.13052619,-0.99144486,-0.84524906,0.53437256
26,0.0,10.82,2022.0,11.0,2.0,9.94571429,9.57142857,10.83,-0.25881905,-0.96592583,-0.84505736,0.53467565
27,0.0,10.83,2022.0,11.0,2.0,9.59857143,9.94571429,10.82,-0.38268343,-0.92387953,-0.84486556,0.53497868
28,0.0,10.83,2022.0,11.0,2.0,10.834,9.59857143,10.83,-0.5,-0.8660254,-0.84467364,0.53528164
29,0.0,10.87,2022.0,11.0,2.0,10.17,10.834,10.83,-0.60876143,-0.79335334,-0.84448162,0.53558453
30,0.0,10.87,2022.0,11.0,2.0,11.33,10.17,10.87,-0.70710678,-0.70710678,-0.84428949,0.53588735
31,0.0,43.56,2022.0,11.0,2.0,33.02571429,11.33,10.87,-0.79335334,-0.60876143,-0.84409725,0.53619011
32,0.0,81.495,2022.0,11.0,2.0,74.33666667,33.02571429,43.56,-0.8660254,-0.5,-0.8439049,0.53649279
33,0.0,46.05,2022.0,11.0,2.0,44.51142857,74.33666667,81.495,-0.92387953,-0.38268343,-0.84371245,0.5367954
34,0.0,44.04,2022.0,11.0,2.0,40.10142857,44.51142857,46.05,-0.96592583,-0.25881905,-0.84351988,0.53709795
35,0.0,11.09,2022.0,11.0,2.0,11.43333333,40.10142857,44.04,-0.99144486,-0.13052619,-0.84332721,0.53740043
36,0.0,11.28,2022.0,11.0,2.0,16.93833333,11.43333333,11.09,-1.0,-0.0,-0.84313443,0.53770283
37,0.0,11.09,2022.0,11.0,2.0,11.07428571,16.93833333,11.28,-0.99144486,0.13052619,-0.84294154,0.53800517
38,0.0,10.92,2022.0,11.0,2.0,10.95285714,11.07428571,11.09,-0.96592583,0.25881905,-0.84274854,0.53830744
39,0.0,10.91,2022.0,11.0,2.0,9.26,10.95285714,10.92,-0.92387953,0.38268343,-0.84255543,0.53860964
40,0.0,10.88,2022.0,11.0,2.0,9.39571429,9.26,10.91,-0.8660254,0.5,-0.84236222,0.53891177
41,0.0,10.98,2022.0,11.0,2.0,10.96285714,9.39571429,10.88,-0.79335334,0.60876143,-0.84216889,0.53921383
42,0.0,11.1,2022.0,11.0,2.0,20.12,10.96285714,10.98,-0.70710678,0.70710678,-0.84197546,0.53951582
43,0.0,11.03,2022.0,11.0,2.0,10.98142857,20.12,11.1,-0.60876143,0.79335334,-0.84178192,0.53981775
44,0.0,5.575,2022.0,11.0,2.0,5.685,10.98142857,11.03,-0.5,0.8660254,-0.84158827,0.5401196
45,0.0,10.92,2022.0,11.0,2.0,9.17166667,5.685,5.575,-0.38268343,0.92387953,-0.84139451,0.54042138
46,0.0,10.86,2022.0,11.0,2.0,10.85833333,9.17166667,10.92,-0.25881905,0.96592583,-0.84120065,0.5407231
47,0.0,10.885,2022.0,11.0,2.0,10.81166667,10.85833333,10.86,-0.13052619,0.99144486,-0.84100668,0.54102474
48,0.0,0.275,2022.0,11.0,2.0,0.275,10.81166667,10.885,-0.0,1.0,-0.8408126,0.54132632
1,0.0,5.855,2022.0,11.0,3.0,5.72166667,0.275,0.275,0.13052619,0.99144486,-0.84061841,0.54162782
2,0.0,0.02,2022.0,11.0,3.0,0.02,5.72166667,5.855,0.25881905,0.96592583,-0.84042411,0.54192926
3,0.0,0.02,2022.0,11.0,3.0,0.02,0.02,0.02,0.38268343,0.92387953,-0.8402297,0.54223062
4,0.0,0.02,2022.0,11.0,3.0,0.01857143,0.02,0.02,0.5,0.8660254,-0.84003519,0.54253192
5,0.0,0.02,2022.0,11.0,3.0,0.01666667,0.01857143,0.02,0.60876143,0.79335334,-0.83984057,0.54283314
6,0.0,0.01,2022.0,11.0,3.0,0.01142857,0.01666667,0.02,0.70710678,0.70710678,-0.83964584,0.5431343
7,0.0,0.01,2022.0,11.0,3.0,0.01,0.01142857,0.01,0.79335334,0.60876143,-0.839451,0.54343539
8,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.8660254,0.5,-0.83925605,0.5437364
9,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.839061,0.54403735
10,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.83886584,0.54433823
11,0.0,0.01,2022.0,11.0,3.0,0.01166667,0.01,0.01,0.99144486,0.13052619,-0.83867057,0.54463904
12,0.0,0.02,2022.0,11.0,3.0,0.01833333,0.01166667,0.01,1.0,0.0,-0.83847519,0.54493977
13,0.0,0.265,2022.0,11.0,3.0,1.98,0.01833333,0.02,0.99144486,-0.13052619,-0.83827971,0.54524044
14,0.0,5.155,2022.0,11.0,3.0,5.33,1.98,0.265,0.96592583,-0.25881905,-0.83808411,0.54554104
15,0.0,10.78,2022.0,11.0,3.0,9.51714286,5.33,5.155,0.92387953,-0.38268343,-0.83788841,0.54584156
16,0.0,11.04,2022.0,11.0,3.0,16.66285714,9.51714286,10.78,0.8660254,-0.5,-0.8376926,0.54614202
17,0.0,91.83,2022.0,11.0,3.0,78.27,16.66285714,11.04,0.79335334,-0.60876143,-0.83749669,0.5464424
18,0.0,11.075,2022.0,11.0,3.0,38.02,78.27,91.83,0.70710678,-0.70710678,-0.83730066,0.54674272
19,0.0,13.78,2022.0,11.0,3.0,44.33714286,38.02,11.075,0.60876143,-0.79335334,-0.83710453,0.54704296
20,0.0,11.025,2022.0,11.0,3.0,11.025,44.33714286,13.78,0.5,-0.8660254,-0.83690829,0.54734314
21,0.0,11.03,2022.0,11.0,3.0,11.035,11.025,11.025,0.38268343,-0.92387953,-0.83671194,0.54764324
22,0.0,11.16,2022.0,11.0,3.0,11.44333333,11.035,11.03,0.25881905,-0.96592583,-0.83651549,0.54794328
23,0.0,27.41,2022.0,11.0,3.0,28.025,11.44333333,11.16,0.13052619,-0.99144486,-0.83631893,0.54824324
24,0.0,43.905,2022.0,11.0,3.0,43.905,28.025,27.41,0.0,-1.0,-0.83612226,0.54854314
25,0.0,10.735,2022.0,11.0,3.0,16.26666667,43.905,43.905,-0.13052619,-0.99144486,-0.83592548,0.54884296
26,0.0,43.14,2022.0,11.0,3.0,32.62333333,16.26666667,10.735,-0.25881905,-0.96592583,-0.83572859,0.54914271
27,0.0,11.0,2022.0,11.0,3.0,10.94428571,32.62333333,43.14,-0.38268343,-0.92387953,-0.8355316,0.54944239
28,0.0,10.94,2022.0,11.0,3.0,10.95666667,10.94428571,11.0,-0.5,-0.8660254,-0.8353345,0.549742
29,0.0,10.95,2022.0,11.0,3.0,10.95,10.95666667,10.94,-0.60876143,-0.79335334,-0.83513729,0.55004154
30,0.0,10.88,2022.0,11.0,3.0,10.84166667,10.95,10.95,-0.70710678,-0.70710678,-0.83493998,0.55034101
31,0.0,10.87,2022.0,11.0,3.0,10.85166667,10.84166667,10.88,-0.79335334,-0.60876143,-0.83474256,0.55064041
32,0.0,10.95,2022.0,11.0,3.0,10.98333333,10.85166667,10.87,-0.8660254,-0.5,-0.83454503,0.55093974
33,0.0,11.01,2022.0,11.0,3.0,11.01,10.98333333,10.95,-0.92387953,-0.38268343,-0.83434739,0.551239
34,0.0,27.11,2022.0,11.0,3.0,27.56,11.01,11.01,-0.96592583,-0.25881905,-0.83414965,0.55153818
35,0.0,10.975,2022.0,11.0,3.0,10.975,27.56,27.11,-0.99144486,-0.13052619,-0.8339518,0.5518373
36,0.0,10.995,2022.0,11.0,3.0,11.02,10.975,10.975,-1.0,-0.0,-0.83375384,0.55213634
37,0.0,10.98,2022.0,11.0,3.0,10.93285714,11.02,10.995,-0.99144486,0.13052619,-0.83355577,0.55243531
38,0.0,10.96,2022.0,11.0,3.0,9.32714286,10.93285714,10.98,-0.96592583,0.25881905,-0.8333576,0.55273422
39,0.0,5.91,2022.0,11.0,3.0,5.11,9.32714286,10.96,-0.92387953,0.38268343,-0.83315932,0.55303305
40,0.0,0.525,2022.0,11.0,3.0,3.15375,5.11,5.91,-0.8660254,0.5,-0.83296093,0.55333181
41,0.0,6.62,2022.0,11.0,3.0,7.38571429,3.15375,0.525,-0.79335334,0.60876143,-0.83276244,0.55363049
42,0.0,11.1,2022.0,11.0,3.0,10.53857143,7.38571429,6.62,-0.70710678,0.70710678,-0.83256383,0.55392911
43,0.0,10.73,2022.0,11.0,3.0,10.12142857,10.53857143,11.1,-0.60876143,0.79335334,-0.83236513,0.55422766
44,0.0,10.93,2022.0,11.0,3.0,9.66285714,10.12142857,10.73,-0.5,0.8660254,-0.83216631,0.55452613
45,0.0,0.53,2022.0,11.0,3.0,3.27285714,9.66285714,10.93,-0.38268343,0.92387953,-0.83196739,0.55482454
46,0.0,0.53,2022.0,11.0,3.0,3.40428571,3.27285714,0.53,-0.25881905,0.96592583,-0.83176836,0.55512287
47,0.0,10.84,2022.0,11.0,3.0,11.94857143,3.40428571,0.53,-0.13052619,0.99144486,-0.83156922,0.55542113
48,0.0,0.53,2022.0,11.0,3.0,2.95166667,11.94857143,10.84,-0.0,1.0,-0.83136998,0.55571932
1,0.0,0.02,2022.0,11.0,4.0,0.87,2.95166667,0.53,0.13052619,0.99144486,-0.83117063,0.55601744
2,0.0,0.02,2022.0,11.0,4.0,0.01833333,0.87,0.02,0.25881905,0.96592583,-0.83097117,0.55631548
3,0.0,0.01,2022.0,11.0,4.0,0.01,0.01833333,0.02,0.38268343,0.92387953,-0.8307716,0.55661346
4,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.5,0.8660254,-0.83057193,0.55691136
5,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.60876143,0.79335334,-0.83037215,0.55720919
6,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.70710678,0.70710678,-0.83017227,0.55750695
7,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.79335334,0.60876143,-0.82997228,0.55780464
8,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.8660254,0.5,-0.82977218,0.55810226
9,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.82957197,0.5583998
10,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.82937166,0.55869728
11,0.0,0.01,2022.0,11.0,4.0,0.01166667,0.01,0.01,0.99144486,0.13052619,-0.82917124,0.55899468
12,0.0,0.02,2022.0,11.0,4.0,0.10666667,0.01166667,0.01,1.0,0.0,-0.82897072,0.55929201
13,0.0,10.77,2022.0,11.0,4.0,6.45428571,0.10666667,0.02,0.99144486,-0.13052619,-0.82877009,0.55958926
14,0.0,5.7,2022.0,11.0,4.0,6.51428571,6.45428571,10.77,0.96592583,-0.25881905,-0.82856935,0.55988645
15,0.0,11.08,2022.0,11.0,4.0,14.73166667,6.51428571,5.7,0.92387953,-0.38268343,-0.8283685,0.56018356
16,0.0,11.08,2022.0,11.0,4.0,11.28666667,14.73166667,11.08,0.8660254,-0.5,-0.82816755,0.5604806
17,0.0,11.02,2022.0,11.0,4.0,11.02,11.28666667,11.08,0.79335334,-0.60876143,-0.82796649,0.56077757
18,0.0,10.91,2022.0,11.0,4.0,10.91,11.02,11.02,0.70710678,-0.70710678,-0.82776533,0.56107447
19,0.0,10.98,2022.0,11.0,4.0,10.95666667,10.91,10.91,0.60876143,-0.79335334,-0.82756406,0.56137129
20,0.0,10.775,2022.0,11.0,4.0,10.41,10.95666667,10.98,0.5,-0.8660254,-0.82736268,0.56166805
21,0.0,10.61,2022.0,11.0,4.0,8.72,10.41,10.775,0.38268343,-0.92387953,-0.8271612,0.56196473
22,0.0,10.93,2022.0,11.0,4.0,10.84571429,8.72,10.61,0.25881905,-0.96592583,-0.82695961,0.56226133
23,0.0,10.865,2022.0,11.0,4.0,10.815,10.84571429,10.93,0.13052619,-0.99144486,-0.82675791,0.56255787
24,0.0,10.895,2022.0,11.0,4.0,10.575,10.815,10.865,0.0,-1.0,-0.82655611,0.56285433
25,0.0,11.02,2022.0,11.0,4.0,9.92,10.575,10.895,-0.13052619,-0.99144486,-0.8263542,0.56315072
26,0.0,7.49,2022.0,11.0,4.0,6.99,9.92,11.02,-0.25881905,-0.96592583,-0.82615218,0.56344704
27,0.0,10.9,2022.0,11.0,4.0,10.8875,6.99,7.49,-0.38268343,-0.92387953,-0.82595006,0.56374329
28,0.0,9.93,2022.0,11.0,4.0,9.93,10.8875,10.9,-0.5,-0.8660254,-0.82574783,0.56403946
29,0.0,20.97,2022.0,11.0,4.0,19.65,9.93,9.93,-0.60876143,-0.79335334,-0.8255455,0.56433556
30,0.0,16.29,2022.0,11.0,4.0,16.29,19.65,20.97,-0.70710678,-0.70710678,-0.82534306,0.56463159
31,0.0,10.89,2022.0,11.0,4.0,10.9,16.29,16.29,-0.79335334,-0.60876143,-0.82514051,0.56492755
32,0.0,10.92,2022.0,11.0,4.0,10.918,10.9,10.89,-0.8660254,-0.5,-0.82493786,0.56522343
33,0.0,16.22,2022.0,11.0,4.0,17.26857143,10.918,10.92,-0.92387953,-0.38268343,-0.8247351,0.56551924
34,0.0,21.775,2022.0,11.0,4.0,21.775,17.26857143,16.22,-0.96592583,-0.25881905,-0.82453224,0.56581498
35,0.0,21.84,2022.0,11.0,4.0,21.89,21.775,21.775,-0.99144486,-0.13052619,-0.82432927,0.56611064
36,0.0,11.0,2022.0,11.0,4.0,10.61285714,21.89,21.84,-1.0,-0.0,-0.82412619,0.56640624
37,0.0,3.83,2022.0,11.0,4.0,2.76,10.61285714,11.0,-0.99144486,0.13052619,-0.82392301,0.56670176
38,0.0,0.12,2022.0,11.0,4.0,0.12,2.76,3.83,-0.96592583,0.25881905,-0.82371972,0.5669972
39,0.0,4.57,2022.0,11.0,4.0,2.71714286,0.12,0.12,-0.92387953,0.38268343,-0.82351632,0.56729258
40,0.0,0.14,2022.0,11.0,4.0,1.39,2.71714286,4.57,-0.8660254,0.5,-0.82331282,0.56758788
41,0.0,0.1,2022.0,11.0,4.0,2.00428571,1.39,0.14,-0.79335334,0.60876143,-0.82310921,0.5678831
42,0.0,10.89,2022.0,11.0,4.0,9.99428571,2.00428571,0.1,-0.70710678,0.70710678,-0.8229055,0.56817826
43,0.0,8.87,2022.0,11.0,4.0,7.87142857,9.99428571,10.89,-0.60876143,0.79335334,-0.82270168,0.56847334
44,0.0,4.56,2022.0,11.0,4.0,5.16142857,7.87142857,8.87,-0.5,0.8660254,-0.82249776,0.56876835
45,0.0,5.135,2022.0,11.0,4.0,5.98333333,5.16142857,4.56,-0.38268343,0.92387953,-0.82229373,0.56906328
46,0.0,4.87,2022.0,11.0,4.0,6.16,5.98333333,5.135,-0.25881905,0.96592583,-0.82208959,0.56935815
47,0.0,4.855,2022.0,11.0,4.0,6.02333333,6.16,4.87,-0.13052619,0.99144486,-0.82188535,0.56965293
48,0.0,0.02,2022.0,11.0,4.0,1.35571429,6.02333333,4.855,-0.0,1.0,-0.82168101,0.56994765
1,0.0,2.38,2022.0,11.0,5.0,2.38166667,1.35571429,0.02,0.13052619,0.99144486,-0.82147655,0.57024229
2,0.0,0.01,2022.0,11.0,5.0,0.01,2.38166667,2.38,0.25881905,0.96592583,-0.82127199,0.57053686
3,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.38268343,0.92387953,-0.82106733,0.57083136
4,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.5,0.8660254,-0.82086256,0.57112578
5,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.60876143,0.79335334,-0.82065769,0.57142013
6,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.70710678,0.70710678,-0.82045271,0.5717144
7,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.79335334,0.60876143,-0.82024762,0.5720086
8,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.8660254,0.5,-0.82004243,0.57230273
9,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.81983713,0.57259679
10,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.81963173,0.57289077
11,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.99144486,0.13052619,-0.81942622,0.57318467
12,0.0,0.015,2022.0,11.0,5.0,0.015,0.01,0.01,1.0,0.0,-0.81922061,0.57347851
13,0.0,0.02,2022.0,11.0,5.0,0.018,0.015,0.015,0.99144486,-0.13052619,-0.81901489,0.57377227
14,0.0,0.02,2022.0,11.0,5.0,0.02,0.018,0.02,0.96592583,-0.25881905,-0.81880906,0.57406595
15,0.0,0.03,2022.0,11.0,5.0,0.02666667,0.02,0.02,0.92387953,-0.38268343,-0.81860313,0.57435957
16,0.0,0.03,2022.0,11.0,5.0,0.96,0.02666667,0.03,0.8660254,-0.5,-0.8183971,0.5746531
17,0.0,5.67,2022.0,11.0,5.0,5.52,0.96,0.03,0.79335334,-0.60876143,-0.81819096,0.57494657
18,0.0,0.03,2022.0,11.0,5.0,1.81166667,5.52,5.67,0.70710678,-0.70710678,-0.81798471,0.57523996
19,0.0,0.03,2022.0,11.0,5.0,1.93666667,1.81166667,0.03,0.60876143,-0.79335334,-0.81777836,0.57553327
20,0.0,0.03,2022.0,11.0,5.0,0.04428571,1.93666667,0.03,0.5,-0.8660254,-0.81757191,0.57582652
21,0.0,5.58,2022.0,11.0,5.0,4.275,0.04428571,0.03,0.38268343,-0.92387953,-0.81736535,0.57611969
22,0.0,0.04,2022.0,11.0,5.0,0.97833333,4.275,5.58,0.25881905,-0.96592583,-0.81715868,0.57641278
23,0.0,10.905,2022.0,11.0,5.0,10.9,0.97833333,0.04,0.13052619,-0.99144486,-0.81695191,0.5767058
24,0.0,10.93,2022.0,11.0,5.0,10.92333333,10.9,10.905,0.0,-1.0,-0.81674503,0.57699874
25,0.0,10.825,2022.0,11.0,5.0,9.63333333,10.92333333,10.93,-0.13052619,-0.99144486,-0.81653805,0.57729162
26,0.0,5.61,2022.0,11.0,5.0,3.446,9.63333333,10.825,-0.25881905,-0.96592583,-0.81633097,0.57758441
27,0.0,0.07,2022.0,11.0,5.0,2.39714286,3.446,5.61,-0.38268343,-0.92387953,-0.81612377,0.57787714
28,0.0,0.03,2022.0,11.0,5.0,0.045,2.39714286,0.07,-0.5,-0.8660254,-0.81591648,0.57816979
