TradingPeriod,IsProxyPriceFlag,Med$PerMWHr,Year,Month,Day,Avg$PerMWHr,PrevAvg$PerMWHr,PrevMed$PerMWHr,SinPeriod,CosPeriod,SinDate,CosDate
29,0.0,0.52,2022.0,11.0,1.0,2.39,6.48428571,8.34,-0.60876143,-0.79335334,-0.85357571,0.52096882
30,0.0,9.49,2022.0,11.0,1.0,9.52285714,2.39,0.52,-0.70710678,-0.70710678,-0.85338882,0.5212749
31,0.0,9.64,2022.0,11.0,1.0,9.24142857,9.52285714,9.49,-0.79335334,-0.60876143,-0.85320182,0.52158092
32,0.0,0.49,2022.0,11.0,1.0,4.12571429,9.24142857,9.64,-0.8660254,-0.5,-0.85301471,0.52188687
33,0.0,0.47,2022.0,11.0,1.0,4.12857143,4.12571429,0.49,-0.92387953,-0.38268343,-0.85282749,0.52219275
34,0.0,9.49,2022.0,11.0,1.0,8.10428571,4.12857143,0.47,-0.96592583,-0.25881905,-0.85264016,0.52249856
35,0.0,0.46,2022.0,11.0,1.0,1.44714286,8.10428571,9.49,-0.99144486,-0.13052619,-0.85245273,0.52280431
36,0.0,9.94,2022.0,11.0,1.0,9.43571429,1.44714286,0.46,-1.0,-0.0,-0.85226518,0.52310999
37,0.0,9.88,2022.0,11.0,1.0,8.86285714,9.43571429,9.94,-0.99144486,0.13052619,-0.85207752,0.52341561
38,0.0,0.48,2022.0,11.0,1.0,1.81714286,8.86285714,9.88,-0.96592583,0.25881905,-0.85188975,0.52372115
39,0.0,0.02,2022.0,11.0,1.0,0.02,1.81714286,0.48,-0.92387953,0.38268343,-0.85170188,0.52402663
40,0.0,0.02,2022.0,11.0,1.0,0.01833333,0.02,0.02,-0.8660254,0.5,-0.85151389,0.52433204
41,0.0,0.01,2022.0,11.0,1.0,0.01142857,0.01833333,0.02,-0.79335334,0.60876143,-0.8513258,0.52463739
42,0.0,0.47,2022.0,11.0,1.0,1.11142857,0.01142857,0.01,-0.70710678,0.70710678,-0.85113759,0.52494266
43,0.0,0.47,2022.0,11.0,1.0,2.35,1.11142857,0.47,-0.60876143,0.79335334,-0.85094928,0.52524787
44,0.0,0.475,2022.0,11.0,1.0,0.47,2.35,0.47,-0.5,0.8660254,-0.85076085,0.52555302
45,0.0,0.255,2022.0,11.0,1.0,1.055,0.47,0.475,-0.38268343,0.92387953,-0.85057232,0.52585809
46,0.0,0.26,2022.0,11.0,1.0,1.05333333,1.055,0.255,-0.25881905,0.96592583,-0.85038368,0.5261631
47,0.0,2.945,2022.0,11.0,1.0,6.485,1.05333333,0.26,-0.13052619,0.99144486,-0.85019492,0.52646803
48,0.0,10.305,2022.0,11.0,1.0,7.38333333,6.485,2.945,-0.0,1.0,-0.85000606,0.52677291
1,0.0,0.03,2022.0,11.0,2.0,0.026,7.38333333,10.305,0.13052619,0.99144486,-0.84981709,0.52707771
2,0.0,0.01,2022.0,11.0,2.0,0.01285714,0.026,0.03,0.25881905,0.96592583,-0.84962801,0.52738244
3,0.0,0.01,2022.0,11.0,2.0,0.01,0.01285714,0.01,0.38268343,0.92387953,-0.84943882,0.52768711
4,0.0,0.01,2022.0,11.0,2.0,0.01,0.01,0.01,0.5,0.8660254,-0.84924952,0.52799171
5,0.0,0.01,2022.0,11.0,2.0,0.01,0.01,0.01,0.60876143,0.79335334,-0.84906012,0.52829624
6,0.0,0.01,2022.0,11.0,2.0,0.01285714,0.01,0.01,0.70710678,0.70710678,-0.8488706,0.52860071
7,0.0,0.01,2022.0,11.0,2.0,0.01,0.01285714,0.01,0.79335334,0.60876143,-0.84868097,0.5289051
8,0.0,0.01,2022.0,11.0,2.0,0.01,0.01,0.01,0.8660254,0.5,-0.84849124,0.52920943
9,0.0,0.01,2022.0,11.0,2.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.84830139,0.52951369
10,0.0,0.01,2022.0,11.0,2.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.84811144,0.52981788
11,0.0,0.01,2022.0,11.0,2.0,0.01,0.01,0.01,0.99144486,0.13052619,-0.84792138,0.53012201
12,0.0,0.01,2022.0,11.0,2.0,0.01,0.01,0.01,1.0,0.0,-0.8477312,0.53042606
13,0.0,0.02,2022.0,11.0,2.0,0.02,0.01,0.01,0.99144486,-0.13052619,-0.84754092,0.53073005
14,0.0,0.03,2022.0,11.0,2.0,0.02714286,0.02,0.02,0.96592583,-0.25881905,-0.84735053,0.53103397
15,0.0,0.03,2022.0,11.0,2.0,0.03,0.02714286,0.03,0.92387953,-0.38268343,-0.84716003,0.53133782
16,0.0,0.03,2022.0,11.0,2.0,0.03166667,0.03,0.03,0.8660254,-0.5,-0.84696943,0.5316416
17,0.0,0.03,2022.0,11.0,2.0,0.03285714,0.03166667,0.03,0.79335334,-0.60876143,-0.84677871,0.53194531
18,0.0,0.03,2022.0,11.0,2.0,0.03333333,0.03285714,0.03,0.70710678,-0.70710678,-0.84658788,0.53224896
19,0.0,0.03,2022.0,11.0,2.0,0.03333333,0.03333333,0.03,0.60876143,-0.79335334,-0.84639695,0.53255254
20,0.0,0.04,2022.0,11.0,2.0,0.03857143,0.03333333,0.03,0.5,-0.8660254,-0.84620591,0.53285604
21,0.0,0.03,2022.0,11.0,2.0,0.03285714,0.03857143,0.04,0.38268343,-0.92387953,-0.84601475,0.53315948
22,0.0,0.04,2022.0,11.0,2.0,0.03571429,0.03285714,0.03,0.25881905,-0.96592583,-0.84582349,0.53346286
23,0.0,9.625,2022.0,11.0,2.0,23.42833333,0.03571429,0.04,0.13052619,-0.99144486,-0.84563212,0.53376616
24,0.0,9.74,2022.0,11.0,2.0,9.74,23.42833333,9.625,0.0,-1.0,-0.84544064,0.53406939
25,0.0,9.72,2022.0,11.0,2.0,8.61714286,9.74,9.74,-0.13052619,-0.99144486,-0.84524906,0.53437256
26,0.0,9.94,2022.0,11.0,2.0,9.07571429,8.61714286,9.72,-0.25881905,-0.96592583,-0.84505736,0.53467565
27,0.0,10.04,2022.0,11.0,2.0,8.90142857,9.07571429,9.94,-0.38268343,-0.92387953,-0.84486556,0.53497868
28,0.0,10.01,2022.0,11.0,2.0,10.066,8.90142857,10.04,-0.5,-0.8660254,-0.84467364,0.53528164
29,0.0,10.45,2022.0,11.0,2.0,9.72,10.066,10.01,-0.60876143,-0.79335334,-0.84448162,0.53558453
30,0.0,10.47,2022.0,11.0,2.0,10.922,9.72,10.45,-0.70710678,-0.70710678,-0.84428949,0.53588735
31,0.0,42.66,2022.0,11.0,2.0,32.21857143,10.922,10.47,-0.79335334,-0.60876143,-0.84409725,0.53619011
32,0.0,78.755,2022.0,11.0,2.0,71.88,32.21857143,42.66,-0.8660254,-0.5,-0.8439049,0.53649279
33,0.0,44.87,2022.0,11.0,2.0,43.69285714,71.88,78.755,-0.92387953,-0.38268343,-0.84371245,0.5367954
34,0.0,43.41,2022.0,11.0,2.0,39.35428571,43.69285714,44.87,-0.96592583,-0.25881905,-0.84351988,0.53709795
35,0.0,10.99,2022.0,11.0,2.0,11.20333333,39.35428571,43.41,-0.99144486,-0.13052619,-0.84332721,0.53740043
36,0.0,10.8,2022.0,11.0,2.0,16.39666667,11.20333333,10.99,-1.0,-0.0,-0.84313443,0.53770283
37,0.0,10.77,2022.0,11.0,2.0,10.64571429,16.39666667,10.8,-0.99144486,0.13052619,-0.84294154,0.53800517
38,0.0,10.26,2022.0,11.0,2.0,10.37142857,10.64571429,10.77,-0.96592583,0.25881905,-0.84274854,0.53830744
39,0.0,10.2,2022.0,11.0,2.0,8.64333333,10.37142857,10.26,-0.92387953,0.38268343,-0.84255543,0.53860964
40,0.0,9.86,2022.0,11.0,2.0,8.53142857,8.64333333,10.2,-0.8660254,0.5,-0.84236222,0.53891177
41,0.0,9.71,2022.0,11.0,2.0,9.7,8.53142857,9.86,-0.79335334,0.60876143,-0.84216889,0.53921383
42,0.0,9.96,2022.0,11.0,2.0,18.03142857,9.7,9.71,-0.70710678,0.70710678,-0.84197546,0.53951582
43,0.0,9.81,2022.0,11.0,2.0,9.80285714,18.03142857,9.96,-0.60876143,0.79335334,-0.84178192,0.53981775
44,0.0,4.97,2022.0,11.0,2.0,5.09833333,9.80285714,9.81,-0.5,0.8660254,-0.84158827,0.5401196
45,0.0,10.04,2022.0,11.0,2.0,8.435,5.09833333,4.97,-0.38268343,0.92387953,-0.84139451,0.54042138
46,0.0,9.86,2022.0,11.0,2.0,9.93,8.435,10.04,-0.25881905,0.96592583,-0.84120065,0.5407231
47,0.0,10.33,2022.0,11.0,2.0,10.17333333,9.93,9.86,-0.13052619,0.99144486,-0.84100668,0.54102474
48,0.0,0.255,2022.0,11.0,2.0,0.25666667,10.17333333,10.33,-0.0,1.0,-0.8408126,0.54132632
1,0.0,5.66,2022.0,11.0,3.0,5.64666667,0.25666667,0.255,0.13052619,0.99144486,-0.84061841,0.54162782
2,0.0,0.02,2022.0,11.0,3.0,0.02,5.64666667,5.66,0.25881905,0.96592583,-0.84042411,0.54192926
3,0.0,0.02,2022.0,11.0,3.0,0.02,0.02,0.02,0.38268343,0.92387953,-0.8402297,0.54223062
4,0.0,0.02,2022.0,11.0,3.0,0.01857143,0.02,0.02,0.5,0.8660254,-0.84003519,0.54253192
5,0.0,0.02,2022.0,11.0,3.0,0.01666667,0.01857143,0.02,0.60876143,0.79335334,-0.83984057,0.54283314
6,0.0,0.01,2022.0,11.0,3.0,0.01142857,0.01666667,0.02,0.70710678,0.70710678,-0.83964584,0.5431343
7,0.0,0.01,2022.0,11.0,3.0,0.01,0.01142857,0.01,0.79335334,0.60876143,-0.839451,0.54343539
8,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.8660254,0.5,-0.83925605,0.5437364
9,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.839061,0.54403735
10,0.0,0.01,2022.0,11.0,3.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.83886584,0.54433823
11,0.0,0.01,2022.0,11.0,3.0,0.01166667,0.01,0.01,0.99144486,0.13052619,-0.83867057,0.54463904
12,0.0,0.02,2022.0,11.0,3.0,0.01666667,0.01166667,0.01,1.0,0.0,-0.83847519,0.54493977
13,0.0,0.235,2022.0,11.0,3.0,1.75666667,0.01666667,0.02,0.99144486,-0.13052619,-0.83827971,0.54524044
14,0.0,4.735,2022.0,11.0,3.0,4.84833333,1.75666667,0.235,0.96592583,-0.25881905,-0.83808411,0.54554104
15,0.0,10.21,2022.0,11.0,3.0,9.04285714,4.84833333,4.735,0.92387953,-0.38268343,-0.83788841,0.54584156
16,0.0,10.11,2022.0,11.0,3.0,15.11428571,9.04285714,10.21,0.8660254,-0.5,-0.8376926,0.54614202
17,0.0,83.89,2022.0,11.0,3.0,71.45,15.11428571,10.11,0.79335334,-0.60876143,-0.83749669,0.5464424
18,0.0,10.125,2022.0,11.0,3.0,34.60666667,71.45,83.89,0.70710678,-0.70710678,-0.83730066,0.54674272
19,0.0,11.91,2022.0,11.0,3.0,38.79,34.60666667,10.125,0.60876143,-0.79335334,-0.83710453,0.54704296
20,0.0,9.51,2022.0,11.0,3.0,9.51,38.79,11.91,0.5,-0.8660254,-0.83690829,0.54734314
21,0.0,9.485,2022.0,11.0,3.0,9.47666667,9.51,9.51,0.38268343,-0.92387953,-0.83671194,0.54764324
22,0.0,9.535,2022.0,11.0,3.0,9.72833333,9.47666667,9.485,0.25881905,-0.96592583,-0.83651549,0.54794328
23,0.0,22.93,2022.0,11.0,3.0,23.46166667,9.72833333,9.535,0.13052619,-0.99144486,-0.83631893,0.54824324
24,0.0,36.01,2022.0,11.0,3.0,36.01,23.46166667,22.93,0.0,-1.0,-0.83612226,0.54854314
25,0.0,5.325,2022.0,11.0,3.0,9.65,36.01,36.01,-0.13052619,-0.99144486,-0.83592548,0.54884296
26,0.0,35.4,2022.0,11.0,3.0,46.87333333,9.65,5.325,-0.25881905,-0.96592583,-0.83572859,0.54914271
27,0.0,9.16,2022.0,11.0,3.0,9.08428571,46.87333333,35.4,-0.38268343,-0.92387953,-0.8355316,0.54944239
28,0.0,9.01,2022.0,11.0,3.0,9.11333333,9.08428571,9.16,-0.5,-0.8660254,-0.8353345,0.549742
29,0.0,9.045,2022.0,11.0,3.0,9.04333333,9.11333333,9.01,-0.60876143,-0.79335334,-0.83513729,0.55004154
30,0.0,8.935,2022.0,11.0,3.0,8.90833333,9.04333333,9.045,-0.70710678,-0.70710678,-0.83493998,0.55034101
31,0.0,8.965,2022.0,11.0,3.0,8.95166667,8.90833333,8.935,-0.79335334,-0.60876143,-0.83474256,0.55064041
32,0.0,9.13,2022.0,11.0,3.0,9.18,8.95166667,8.965,-0.8660254,-0.5,-0.83454503,0.55093974
33,0.0,9.25,2022.0,11.0,3.0,9.25,9.18,9.13,-0.92387953,-0.38268343,-0.83434739,0.551239
34,0.0,23.19,2022.0,11.0,3.0,23.57666667,9.25,9.25,-0.96592583,-0.25881905,-0.83414965,0.55153818
35,0.0,9.475,2022.0,11.0,3.0,9.475,23.57666667,23.19,-0.99144486,-0.13052619,-0.8339518,0.5518373
36,0.0,9.45,2022.0,11.0,3.0,9.4875,9.475,9.475,-1.0,-0.0,-0.83375384,0.55213634
37,0.0,9.45,2022.0,11.0,3.0,9.36571429,9.4875,9.45,-0.99144486,0.13052619,-0.83355577,0.55243531
38,0.0,9.33,2022.0,11.0,3.0,7.94142857,9.36571429,9.45,-0.96592583,0.25881905,-0.8333576,0.55273422
39,0.0,5.03,2022.0,11.0,3.0,4.34857143,7.94142857,9.33,-0.92387953,0.38268343,-0.83315932,0.55303305
40,0.0,0.45,2022.0,11.0,3.0,2.68125,4.34857143,5.03,-0.8660254,0.5,-0.83296093,0.55333181
41,0.0,5.53,2022.0,11.0,3.0,6.19571429,2.68125,0.45,-0.79335334,0.60876143,-0.83276244,0.55363049
42,0.0,9.62,2022.0,11.0,3.0,9.11571429,6.19571429,5.53,-0.70710678,0.70710678,-0.83256383,0.55392911
43,0.0,9.35,2022.0,11.0,3.0,8.77285714,9.11571429,9.62,-0.60876143,0.79335334,-0.83236513,0.55422766
44,0.0,9.55,2022.0,11.0,3.0,8.52428571,8.77285714,9.35,-0.5,0.8660254,-0.83216631,0.55452613
45,0.0,0.47,2022.0,11.0,3.0,2.90142857,8.52428571,9.55,-0.38268343,0.92387953,-0.83196739,0.55482454
46,0.0,0.48,2022.0,11.0,3.0,3.07857143,2.90142857,0.47,-0.25881905,0.96592583,-0.83176836,0.55512287
47,0.0,9.65,2022.0,11.0,3.0,10.69714286,3.07857143,0.48,-0.13052619,0.99144486,-0.83156922,0.55542113
48,0.0,0.48,2022.0,11.0,3.0,2.63166667,10.69714286,9.65,-0.0,1.0,-0.83136998,0.55571932
1,0.0,0.02,2022.0,11.0,4.0,0.81571429,2.63166667,0.48,0.13052619,0.99144486,-0.83117063,0.55601744
2,0.0,0.02,2022.0,11.0,4.0,0.01833333,0.81571429,0.02,0.25881905,0.96592583,-0.83097117,0.55631548
3,0.0,0.01,2022.0,11.0,4.0,0.01,0.01833333,0.02,0.38268343,0.92387953,-0.8307716,0.55661346
4,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.5,0.8660254,-0.83057193,0.55691136
5,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.60876143,0.79335334,-0.83037215,0.55720919
6,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.70710678,0.70710678,-0.83017227,0.55750695
7,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.79335334,0.60876143,-0.82997228,0.55780464
8,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.8660254,0.5,-0.82977218,0.55810226
9,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.82957197,0.5583998
10,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.82937166,0.55869728
11,0.0,0.01,2022.0,11.0,4.0,0.01,0.01,0.01,0.99144486,0.13052619,-0.82917124,0.55899468
12,0.0,0.01,2022.0,11.0,4.0,0.08666667,0.01,0.01,1.0,0.0,-0.82897072,0.55929201
13,0.0,9.64,2022.0,11.0,4.0,5.77285714,0.08666667,0.01,0.99144486,-0.13052619,-0.82877009,0.55958926
14,0.0,5.12,2022.0,11.0,4.0,5.78571429,5.77285714,9.64,0.96592583,-0.25881905,-0.82856935,0.55988645
15,0.0,9.835,2022.0,11.0,4.0,13.02333333,5.78571429,5.12,0.92387953,-0.38268343,-0.8283685,0.56018356
16,0.0,9.89,2022.0,11.0,4.0,10.02,13.02333333,9.835,0.8660254,-0.5,-0.82816755,0.5604806
17,0.0,9.52,2022.0,11.0,4.0,9.51,10.02,9.89,0.79335334,-0.60876143,-0.82796649,0.56077757
18,0.0,9.16,2022.0,11.0,4.0,9.16,9.51,9.52,0.70710678,-0.70710678,-0.82776533,0.56107447
19,0.0,8.74,2022.0,11.0,4.0,8.71,9.16,9.16,0.60876143,-0.79335334,-0.82756406,0.56137129
20,0.0,8.65,2022.0,11.0,4.0,8.325,8.71,8.74,0.5,-0.8660254,-0.82736268,0.56166805
21,0.0,8.58,2022.0,11.0,4.0,7.02857143,8.325,8.65,0.38268343,-0.92387953,-0.8271612,0.56196473
22,0.0,9.09,2022.0,11.0,4.0,9.01571429,7.02857143,8.58,0.25881905,-0.96592583,-0.82695961,0.56226133
23,0.0,9.02,2022.0,11.0,4.0,8.985,9.01571429,9.09,0.13052619,-0.99144486,-0.82675791,0.56255787
24,0.0,9.055,2022.0,11.0,4.0,8.78666667,8.985,9.02,0.0,-1.0,-0.82655611,0.56285433
25,0.0,9.13,2022.0,11.0,4.0,8.20571429,8.78666667,9.055,-0.13052619,-0.99144486,-0.8263542,0.56315072
26,0.0,6.225,2022.0,11.0,4.0,5.77666667,8.20571429,9.13,-0.25881905,-0.96592583,-0.82615218,0.56344704
27,0.0,9.05,2022.0,11.0,4.0,9.0275,5.77666667,6.225,-0.38268343,-0.92387953,-0.82595006,0.56374329
28,0.0,8.25,2022.0,11.0,4.0,8.25,9.0275,9.05,-0.5,-0.8660254,-0.82574783,0.56403946
29,0.0,17.39,2022.0,11.0,4.0,16.30333333,8.25,8.25,-0.60876143,-0.79335334,-0.8255455,0.56433556
30,0.0,13.25,2022.0,11.0,4.0,13.25,16.30333333,17.39,-0.70710678,-0.70710678,-0.82534306,0.56463159
31,0.0,8.9,2022.0,11.0,4.0,8.91,13.25,13.25,-0.79335334,-0.60876143,-0.82514051,0.56492755
32,0.0,8.91,2022.0,11.0,4.0,8.942,8.91,8.9,-0.8660254,-0.5,-0.82493786,0.56522343
33,0.0,13.43,2022.0,11.0,4.0,14.29142857,8.942,8.91,-0.92387953,-0.38268343,-0.8247351,0.56551924
34,0.0,18.225,2022.0,11.0,4.0,18.195,14.29142857,13.43,-0.96592583,-0.25881905,-0.82453224,0.56581498
35,0.0,18.32,2022.0,11.0,4.0,18.44,18.195,18.225,-0.99144486,-0.13052619,-0.82432927,0.56611064
36,0.0,9.55,2022.0,11.0,4.0,9.14142857,18.44,18.32,-1.0,-0.0,-0.82412619,0.56640624
37,0.0,3.2,2022.0,11.0,4.0,2.29,9.14142857,9.55,-0.99144486,0.13052619,-0.82392301,0.56670176
38,0.0,0.02,2022.0,11.0,4.0,0.02,2.29,3.2,-0.96592583,0.25881905,-0.82371972,0.5669972
39,0.0,3.78,2022.0,11.0,4.0,2.31428571,0.02,0.02,-0.92387953,0.38268343,-0.82351632,0.56729258
40,0.0,0.02,2022.0,11.0,4.0,1.11285714,2.31428571,3.78,-0.8660254,0.5,-0.82331282,0.56758788
41,0.0,0.02,2022.0,11.0,4.0,1.65714286,1.11285714,0.02,-0.79335334,0.60876143,-0.82310921,0.5678831
42,0.0,9.3,2022.0,11.0,4.0,8.54714286,1.65714286,0.02,-0.70710678,0.70710678,-0.8229055,0.56817826
43,0.0,7.49,2022.0,11.0,4.0,6.77571429,8.54714286,9.3,-0.60876143,0.79335334,-0.82270168,0.56847334
44,0.0,4.05,2022.0,11.0,4.0,4.57714286,6.77571429,7.49,-0.5,0.8660254,-0.82249776,0.56876835
45,0.0,4.625,2022.0,11.0,4.0,5.38666667,4.57714286,4.05,-0.38268343,0.92387953,-0.82229373,0.56906328
46,0.0,4.33,2022.0,11.0,4.0,5.48142857,5.38666667,4.625,-0.25881905,0.96592583,-0.82208959,0.56935815
47,0.0,4.395,2022.0,11.0,4.0,5.38833333,5.48142857,4.33,-0.13052619,0.99144486,-0.82188535,0.56965293
48,0.0,0.02,2022.0,11.0,4.0,1.22142857,5.38833333,4.395,-0.0,1.0,-0.82168101,0.56994765
1,0.0,2.26,2022.0,11.0,5.0,2.26166667,1.22142857,0.02,0.13052619,0.99144486,-0.82147655,0.57024229
2,0.0,0.01,2022.0,11.0,5.0,0.01,2.26166667,2.26,0.25881905,0.96592583,-0.82127199,0.57053686
3,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.38268343,0.92387953,-0.82106733,0.57083136
4,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.5,0.8660254,-0.82086256,0.57112578
5,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.60876143,0.79335334,-0.82065769,0.57142013
6,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.70710678,0.70710678,-0.82045271,0.5717144
7,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.79335334,0.60876143,-0.82024762,0.5720086
8,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.8660254,0.5,-0.82004243,0.57230273
9,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.92387953,0.38268343,-0.81983713,0.57259679
10,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.96592583,0.25881905,-0.81963173,0.57289077
11,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.99144486,0.13052619,-0.81942622,0.57318467
12,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,1.0,0.0,-0.81922061,0.57347851
13,0.0,0.01,2022.0,11.0,5.0,0.01,0.01,0.01,0.99144486,-0.13052619,-0.81901489,0.57377227
14,0.0,0.01,2022.0,11.0,5.0,0.01333333,0.01,0.01,0.96592583,-0.25881905,-0.81880906,0.57406595
15,0.0,0.02,2022.0,11.0,5.0,0.02166667,0.01333333,0.01,0.92387953,-0.38268343,-0.81860313,0.57435957
16,0.0,0.03,2022.0,11.0,5.0,0.84833333,0.02166667,0.02,0.8660254,-0.5,-0.8183971,0.5746531
17,0.0,5.03,2022.0,11.0,5.0,4.87833333,0.84833333,0.03,0.79335334,-0.60876143,-0.81819096,0.57494657
18,0.0,0.03,2022.0,11.0,5.0,1.59333333,4.87833333,5.03,0.70710678,-0.70710678,-0.81798471,0.57523996
19,0.0,0.03,2022.0,11.0,5.0,1.71833333,1.59333333,0.03,0.60876143,-0.79335334,-0.81777836,0.57553327
20,0.0,0.02,2022.0,11.0,5.0,0.02,1.71833333,0.03,0.5,-0.8660254,-0.81757191,0.57582652
21,0.0,5.005,2022.0,11.0,5.0,3.81,0.02,0.02,0.38268343,-0.92387953,-0.81736535,0.57611969
22,0.0,0.02,2022.0,11.0,5.0,0.87166667,3.81,5.005,0.25881905,-0.96592583,-0.81715868,0.57641278
23,0.0,9.745,2022.0,11.0,5.0,9.75,0.87166667,0.02,0.13052619,-0.99144486,-0.81695191,0.5767058
24,0.0,9.855,2022.0,11.0,5.0,9.84833333,9.75,9.745,0.0,-1.0,-0.81674503,0.57699874
25,0.0,9.71,2022.0,11.0,5.0,8.65333333,9.84833333,9.855,-0.13052619,-0.99144486,-0.81653805,0.57729162
26,0.0,4.98,2022.0,11.0,5.0,3.032,8.65333333,9.71,-0.25881905,-0.96592583,-0.81633097,0.57758441
27,0.0,0.02,2022.0,11.0,5.0,2.13285714,3.032,4.98,-0.38268343,-0.92387953,-0.81612377,0.57787714
28,0.0,0.02,2022.0,11.0,5.0,0.02,2.13285714,0.02,-0.5,-0.8660254,-0.81591648,0.57816979
